Protein_id,locus_tag,note,length,panortholog
YP_003045282.1,ECB_02089,b2160,1089,FALSE
YP_003045283.1,ECB_02090,b2161,1251,FALSE
YP_003045284.1,ECB_02091,b2162,942,TRUE
YP_003045285.1,ECB_02092,b2163,660,TRUE
YP_003045286.1,ECB_02093,b2164,1251,FALSE
YP_003045287.1,ECB_02094,b2165,939,FALSE
YP_003045288.1,ECB_02095,b2166,942,TRUE
YP_003045289.1,ECB_02096,b2167,1692,TRUE
YP_003045290.1,ECB_02097,b2168,939,FALSE
YP_003045291.1,ECB_02098,b2169,1131,FALSE
YP_003045292.1,ECB_02099,b2170,1182,FALSE
YP_003045293.1,ECB_02100,b4502,255,FALSE
YP_003045294.1,ECB_02101,b2171,573,FALSE
YP_003045295.1,ECB_02102,b2172,1467,FALSE
YP_003045296.1,ECB_02103,b2173,987,FALSE
YP_003045297.1,ECB_02104,b2174,714,TRUE
YP_003045298.1,ECB_02105,b2175,567,TRUE
YP_003045299.1,ECB_02106,b2176,1557,TRUE
YP_003045300.1,ECB_02107,b2177,1815,FALSE
YP_003045301.1,ECB_02108,b2178,1095,TRUE
YP_003045302.1,ECB_02109,b2179,1026,TRUE
YP_003045303.1,ECB_02110,b2180,1590,TRUE
YP_003045304.1,ECB_02111,b2181,345,FALSE
YP_003045305.1,ECB_02112,b2182,1191,TRUE
YP_003045306.1,ECB_02113,b2183,696,TRUE
YP_003045307.1,ECB_02114,b2184,1761,TRUE
YP_003045308.1,ECB_02115,b2185,285,FALSE
YP_003045309.1,ECB_02116,b2186,1008,TRUE
YP_003045310.1,ECB_02117,b2187,228,FALSE
YP_003045311.1,ECB_02118,b2188,1761,TRUE
YP_003045312.1,ECB_02119,b2190,2511,FALSE
YP_003045313.1,ECB_02120,b2193,648,TRUE
YP_003045314.1,ECB_02121,b2194,1053,TRUE
YP_003045315.1,ECB_02122,b2195,558,TRUE
YP_003045316.1,ECB_02123,b2196,1944,TRUE
YP_003045317.1,ECB_02124,b2197,480,TRUE
YP_003045318.1,ECB_02125,b2198,210,FALSE
YP_003045319.1,ECB_02126,b2199,738,FALSE
YP_003045320.1,ECB_02127,b2200,663,TRUE
YP_003045321.1,ECB_02128,b2201,624,TRUE
YP_003045322.1,ECB_02129,b2202,603,TRUE
YP_003045323.1,ECB_02130,b2203,450,TRUE
YP_003045324.1,ECB_02131,b2204,864,TRUE
YP_003045325.1,ECB_02132,b2205,696,TRUE
YP_003045326.1,ECB_02133,b2206,2487,TRUE
YP_003045327.1,ECB_02134,b2207,264,TRUE
YP_003045328.1,ECB_02135,b2208,495,FALSE
YP_003045329.1,ECB_02136,b2209,489,FALSE
YP_003045330.1,ECB_02137,b2210,1647,TRUE
YP_003045331.1,ECB_02138,b2211,1644,TRUE
YP_003045332.1,ECB_02139,b2212,651,TRUE
YP_003045333.1,ECB_02140,b2213,1065,FALSE
YP_003045334.1,ECB_02141,b2214,1056,TRUE
YP_003045335.1,ECB_02142,b2215,936,FALSE
YP_003045336.1,ECB_02143,NA,504,FALSE
YP_003045337.1,ECB_02144,NA,276,FALSE
YP_003045338.1,ECB_02145,b2218,2802,FALSE
YP_003045339.1,ECB_02146,b2219,1827,FALSE
YP_003045340.1,ECB_02147,b2220,1386,FALSE
YP_003045341.1,ECB_02148,b2221,663,FALSE
YP_003045342.1,ECB_02149,b2222,651,FALSE
YP_003045343.1,ECB_02150,b2223,1323,FALSE
YP_003045344.1,ECB_02151,b2224,1185,FALSE
YP_003045345.1,ECB_02152,b2225,777,TRUE
YP_003045346.1,ECB_02153,b2226,1650,FALSE
YP_003045347.1,ECB_02154,b2227-b2228(b4500),4605,FALSE
YP_003045348.1,ECB_02155,b2229,624,FALSE
YP_003045349.1,ECB_02156,b2230,1689,FALSE
YP_003045350.1,ECB_02157,b2231,2628,TRUE
YP_003045351.1,ECB_02158,b2232,723,TRUE
YP_003045352.1,ECB_02159,b2233,3753,TRUE
YP_003045353.1,ECB_02160,b2234,2286,TRUE
YP_003045354.1,ECB_02161,b2235,1131,TRUE
YP_003045355.1,ECB_02162,b2236,255,FALSE
YP_003045356.1,ECB_02163,b2237,651,TRUE
YP_003045357.1,ECB_02164,b2238,207,FALSE
YP_003045358.1,ECB_02165,b2239,1077,TRUE
YP_003045359.1,ECB_02166,b2240,1359,TRUE
YP_003045360.1,ECB_02167,b2241,1629,TRUE
YP_003045361.1,ECB_02168,b2242,1260,TRUE
YP_003045362.1,ECB_02169,b2243,1191,TRUE
YP_003045363.1,ECB_02170,b2244,903,TRUE
YP_003045364.1,ECB_02171,b2245,804,FALSE
YP_003045365.1,ECB_02172,b2246,1290,FALSE
YP_003045366.1,ECB_02173,b2247,1218,FALSE
YP_003045367.1,ECB_02174,b2248,783,FALSE
YP_003045368.1,ECB_02175,b2249,1203,TRUE
YP_003045369.1,ECB_02176,b2250,543,FALSE
YP_003045370.1,ECB_02177,b2251,426,TRUE
YP_003045371.1,ECB_02178,b2252,603,TRUE
YP_003045372.1,ECB_02179,b2253,1158,TRUE
YP_003045373.1,ECB_02180,b2254,969,TRUE
YP_003045374.1,ECB_02181,b2255,1983,FALSE
YP_003045375.1,ECB_02182,b2256,891,TRUE
YP_003045376.1,ECB_02183,b2257,1653,TRUE
YP_003045377.1,ECB_02184,b4544,336,FALSE
YP_003045378.1,ECB_02185,b2258,387,TRUE
YP_003045379.1,ECB_02186,b2259,267,FALSE
YP_003045380.1,ECB_02187,b2260,1356,TRUE
YP_003045381.1,ECB_02188,b2261,963,FALSE
YP_003045382.1,ECB_02189,b2262,858,TRUE
YP_003045383.1,ECB_02190,b2263,759,TRUE
YP_003045384.1,ECB_02191,b2264,1671,TRUE
YP_003045385.1,ECB_02192,b2265,1296,TRUE
YP_003045386.1,ECB_02193,b2266,306,FALSE
YP_003045387.1,ECB_02194,b2267,462,TRUE
YP_003045388.1,ECB_02195,b2268,918,FALSE
YP_003045389.1,ECB_02196,b2269,1212,FALSE
YP_003045390.1,ECB_02198,b2272,504,TRUE
YP_003045391.1,ECB_02199,NA,522,FALSE
YP_003045392.1,ECB_02200,NA,840,FALSE
YP_003045393.1,ECB_02201,b2276,1278,TRUE
YP_003045394.1,ECB_02202,b2277,1530,TRUE
YP_003045395.1,ECB_02203,b2278,1842,TRUE
YP_003045396.1,ECB_02204,b2279,303,TRUE
YP_003045397.1,ECB_02205,b2280,555,TRUE
YP_003045398.1,ECB_02206,b2281,543,TRUE
YP_003045399.1,ECB_02207,b2282,978,TRUE
YP_003045400.1,ECB_02208,b2283,2733,TRUE
YP_003045401.1,ECB_02209,b2284,1338,TRUE
YP_003045402.1,ECB_02210,b2285,501,TRUE
YP_003045403.1,ECB_02211,b2286,1803,TRUE
YP_003045404.1,ECB_02212,b2287,663,TRUE
YP_003045405.1,ECB_02213,b2288,444,TRUE
YP_003045406.1,ECB_02214,b2289,939,TRUE
YP_003045407.1,ECB_02215,b2290,1218,TRUE
YP_003045408.1,ECB_02216,b2291,600,TRUE
YP_003045409.1,ECB_02217,b2292,1833,FALSE
YP_003045410.1,ECB_02218,b2293,651,TRUE
YP_003045411.1,ECB_02219,b2294,495,FALSE
YP_003045412.1,ECB_02220,b2295,456,TRUE
YP_003045413.1,ECB_02221,b2296,1203,FALSE
YP_003045414.1,ECB_02222,b2297,2145,FALSE
YP_003045415.1,ECB_02223,b2298,1521,FALSE
YP_003045416.1,ECB_02224,b2299,543,FALSE
YP_003045417.1,ECB_02225,b2300,555,TRUE
YP_003045418.1,ECB_02226,b2301,645,FALSE
YP_003045419.1,ECB_02227,b2302,648,TRUE
YP_003045420.1,ECB_02228,b2303,363,TRUE
YP_003045421.1,ECB_02229,b2304,894,TRUE
YP_003045422.1,ECB_02230,b2305,891,FALSE
YP_003045423.1,ECB_02231,b2306,774,TRUE
YP_003045424.1,ECB_02232,b2307,717,TRUE
YP_003045425.1,ECB_02233,b2308,687,TRUE
YP_003045426.1,ECB_02234,b2309,783,TRUE
YP_003045427.1,ECB_02235,b2310,783,FALSE
YP_003045428.1,ECB_02236,b2311,570,TRUE
YP_003045429.1,ECB_02237,b2312,1518,TRUE
YP_003045430.1,ECB_02238,b2313,489,TRUE
YP_003045431.1,ECB_02239,b2314,663,TRUE
YP_003045432.1,ECB_02240,b2315,1269,TRUE
YP_003045433.1,ECB_02241,b2316,915,TRUE
YP_003045434.1,ECB_02242,b2317,660,TRUE
YP_003045435.1,ECB_02243,b2318,813,TRUE
YP_003045436.1,ECB_02244,b2319,1014,TRUE
YP_003045437.1,ECB_02245,b2320,1137,TRUE
YP_003045438.1,ECB_02246,b2321,996,FALSE
YP_003045439.1,ECB_02247,b2322,1179,FALSE
YP_003045440.1,ECB_02248,b2323,1221,TRUE
YP_003045441.1,ECB_02249,b2324,2007,TRUE
YP_003045442.1,ECB_02250,b2325,279,FALSE
YP_003045443.1,ECB_02251,b2326,549,FALSE
YP_003045444.1,ECB_02252,b2327,810,TRUE
YP_003045445.1,ECB_02253,b2328,825,TRUE
YP_003045446.1,ECB_02254,b2329,1086,TRUE
YP_003045447.1,ECB_02255,b2330,933,TRUE
YP_003045448.1,ECB_02256,b2331,552,FALSE
YP_003045449.1,ECB_02257,b2332,798,TRUE
YP_003045450.1,ECB_02258,b2333,552,FALSE
YP_003045451.1,ECB_02259,b2334,480,TRUE
YP_003045452.1,ECB_02260,b2335,507,TRUE
YP_003045453.1,ECB_02261,b2336,753,TRUE
YP_003045454.1,ECB_02262,b2337-b2338,2646,FALSE
YP_003045455.1,ECB_02263,b2339,564,TRUE
YP_003045456.1,ECB_02264,b2340,486,TRUE
YP_003045457.1,ECB_02265,b2341,2145,TRUE
YP_003045458.1,ECB_02266,b2342,1311,TRUE
YP_003045459.1,ECB_02267,b2343,285,FALSE
YP_003045460.1,ECB_02268,b2344,1347,TRUE
YP_003045461.1,ECB_02270,NA,504,FALSE
YP_003045462.1,ECB_02271,NA,276,FALSE
YP_003045463.1,ECB_02272,b2346,756,TRUE
YP_003045464.1,ECB_02273,b2347,933,TRUE
YP_003045465.1,ECB_02274,b2364,936,FALSE
YP_003045466.1,ECB_02275,b2365,1338,FALSE
YP_003045467.1,ECB_02276,b2366,1329,FALSE
YP_003045468.1,ECB_02277,b2367,1539,FALSE
YP_003045469.1,ECB_02278,b2368,1164,FALSE
YP_003045470.1,ECB_02279,b2369,615,FALSE
YP_003045471.1,ECB_02280,b2370,3594,FALSE
YP_003045472.1,ECB_02281,b2371,1146,FALSE
YP_003045473.1,ECB_02282,b2372,945,FALSE
YP_003045474.1,ECB_02283,b2373,1695,FALSE
YP_003045475.1,ECB_02284,b2374,1251,TRUE
YP_003045476.1,ECB_02285,b2375,633,TRUE
YP_003045477.1,ECB_02286,b2376,276,FALSE
YP_003045478.1,ECB_02287,b2377,243,FALSE
YP_003045479.1,ECB_02288,b2378,921,TRUE
YP_003045480.1,ECB_02289,b2379,1239,TRUE
YP_003045481.1,ECB_02290,b2380,1698,TRUE
YP_003045482.1,ECB_02291,b2381,735,FALSE
YP_003045483.1,ECB_02292,b2382,858,TRUE
YP_003045484.1,ECB_02293,b2383,2496,FALSE
YP_003045485.1,ECB_02294,b2384,1038,TRUE
YP_003045486.1,ECB_02295,b2385,1086,TRUE
YP_003045487.1,ECB_02296,b2386,1248,TRUE
YP_003045488.1,ECB_02297,b2387,327,FALSE
YP_003045489.1,ECB_02298,b2388,966,TRUE
YP_003045490.1,ECB_02299,b2389,1257,FALSE
YP_003045491.1,ECB_02300,b2390,327,FALSE
YP_003045492.1,ECB_02301,b2392,1239,FALSE
YP_003045493.1,ECB_02302,b2393,1203,FALSE
YP_003045494.1,ECB_02303,b2395,2190,FALSE
YP_003045495.1,ECB_02304,b2398,345,TRUE
YP_003045496.1,ECB_02305,b2399,393,TRUE
YP_003045497.1,ECB_02306,b2400,1416,TRUE
YP_003045498.1,ECB_02307,NA,342,FALSE
YP_003045499.1,ECB_02308,b2409,927,FALSE
YP_003045500.1,ECB_02309,b2410,999,TRUE
YP_003045501.1,ECB_02310,b4546,219,FALSE
YP_003045502.1,ECB_02311,b2411,2016,TRUE
YP_003045503.1,ECB_02312,b2412,987,TRUE
YP_003045504.1,ECB_02313,b2413,762,FALSE
YP_003045505.1,ECB_02314,b2414,972,TRUE
YP_003045506.1,ECB_02315,b2415,258,FALSE
YP_003045507.1,ECB_02316,b2416,1728,TRUE
YP_003045508.1,ECB_02317,b2417,510,TRUE
YP_003045509.1,ECB_02318,b2418,852,TRUE
YP_003045510.1,ECB_02319,b2419,375,FALSE
YP_003045511.1,ECB_02320,b2420,735,FALSE
YP_003045512.1,ECB_02321,b2421,912,TRUE
YP_003045513.1,ECB_02322,b2422,1098,TRUE
YP_003045514.1,ECB_02323,b2423,450,TRUE
YP_003045515.1,ECB_02324,b2424,834,TRUE
YP_003045516.1,ECB_02325,b2425,1017,TRUE
YP_003045517.1,ECB_02326,b2426,792,TRUE
YP_003045518.1,ECB_02327,b2427,858,FALSE
YP_003045519.1,ECB_02328,b2428,897,TRUE
YP_003045520.1,ECB_02329,b2429,1425,TRUE
YP_003045521.1,ECB_02330,b2430,177,FALSE
YP_003045522.1,ECB_02331,b2431,900,FALSE
YP_003045523.1,ECB_02332,b2432,576,TRUE
YP_003045524.1,ECB_02333,b2433,450,FALSE
YP_003045525.1,ECB_02334,b2434,426,TRUE
YP_003045526.1,ECB_02335,b2435,870,TRUE
YP_003045527.1,ECB_02336,b2436,900,TRUE
YP_003045528.1,ECB_02337,b2437,1053,TRUE
YP_003045529.1,ECB_02338,b2438,501,TRUE
YP_003045530.1,ECB_02339,b2439,660,TRUE
YP_003045531.1,ECB_02340,b2440,888,FALSE
YP_003045532.1,ECB_02341,b2441,1362,FALSE
YP_003045533.1,ECB_02342,b2451,1404,FALSE
YP_003045534.1,ECB_02343,b2452,1227,TRUE
YP_003045535.1,ECB_02344,b2453,1188,TRUE
YP_003045536.1,ECB_02345,b2454,837,TRUE
YP_003045537.1,ECB_02346,b2455,1404,TRUE
YP_003045538.1,ECB_02347,b2456,288,TRUE
YP_003045539.1,ECB_02348,b2457,294,FALSE
YP_003045540.1,ECB_02349,b2458,1017,TRUE
YP_003045541.1,ECB_02350,b2459,810,TRUE
YP_003045542.1,ECB_02351,b2460,702,TRUE
YP_003045543.1,ECB_02352,b2461,480,TRUE
YP_003045544.1,ECB_02353,b2462,336,TRUE
YP_003045545.1,ECB_02354,b2463,2280,TRUE
YP_003045546.1,ECB_02355,b2464,951,TRUE
YP_003045547.1,ECB_02356,b2465,2004,FALSE
YP_003045548.1,ECB_02357,b2466,1044,FALSE
YP_003045549.1,ECB_02358,b2467,576,TRUE
YP_003045550.1,ECB_02359,b2468,1980,FALSE
YP_003045551.1,ECB_02360,b2469,1701,TRUE
YP_003045552.1,ECB_02361,b2470,3114,FALSE
YP_003045553.1,ECB_02362,b2471,357,TRUE
YP_003045554.1,ECB_02363,b2472,1128,TRUE
YP_003045555.1,ECB_02364,b4547,201,FALSE
YP_003045556.1,ECB_02365,b2473,699,TRUE
YP_003045557.1,ECB_02366,b2474,2016,TRUE
YP_003045558.1,ECB_02367,b2475,864,TRUE
YP_003045559.1,ECB_02368,b2476,714,TRUE
YP_003045560.1,ECB_02369,b2477,1035,TRUE
YP_003045561.1,ECB_02370,b2478,879,TRUE
YP_003045562.1,ECB_02371,b2479,573,TRUE
YP_003045563.1,ECB_02372,b2480,471,TRUE
YP_003045564.1,ECB_02373,b2481,618,FALSE
YP_003045565.1,ECB_02374,b2482,2019,FALSE
YP_003045566.1,ECB_02376,b2484,1350,FALSE
YP_003045567.1,ECB_02377,b2485,651,FALSE
YP_003045568.1,ECB_02378,b2486,1581,FALSE
YP_003045569.1,ECB_02379,b2487,1668,FALSE
YP_003045570.1,ECB_02380,b2488,540,FALSE
YP_003045571.1,ECB_02381,b2489,759,FALSE
YP_003045572.1,ECB_02382,b2490,414,FALSE
YP_003045573.1,ECB_02383,b2491,2007,FALSE
YP_003045574.1,ECB_02384,b2492,849,FALSE
YP_003045575.1,ECB_02385,b2493,1062,TRUE
YP_003045576.1,ECB_02386,b2494,1464,TRUE
YP_003045577.1,ECB_02387,b2495,360,FALSE
YP_003045578.1,ECB_02388,b2496,747,TRUE
YP_003045579.1,ECB_02389,b2497,1290,TRUE
YP_003045580.1,ECB_02390,b2498,627,TRUE
YP_003045581.1,ECB_02391,b2499,1038,TRUE
YP_003045582.1,ECB_02392,b2500,639,TRUE
YP_003045583.1,ECB_02393,b2501,2067,TRUE
YP_003045584.1,ECB_02394,b2502,1542,TRUE
YP_003045585.1,ECB_02395,b2503,2244,FALSE
YP_003045586.1,ECB_02396,b2504,192,FALSE
YP_003045587.1,ECB_02397,b2505,519,TRUE
YP_003045588.1,ECB_02398,b2506,540,FALSE
YP_003045589.1,ECB_02399,b2507,1578,TRUE
YP_003045590.1,ECB_02400,b2508,1467,TRUE
YP_003045591.1,ECB_02401,b2509,1371,FALSE
YP_003045592.1,ECB_02402,b2510,216,FALSE
YP_003045593.1,ECB_02403,b2511,1473,TRUE
YP_003045594.1,ECB_02404,b2512,1179,TRUE
YP_003045595.1,ECB_02405,b2513,621,TRUE
YP_003045596.1,ECB_02406,b2514,1275,TRUE
YP_003045597.1,ECB_02407,b2515,1119,TRUE
YP_003045598.1,ECB_02408,b2516,1014,TRUE
YP_003045599.1,ECB_02409,b2517,1155,TRUE
YP_003045600.1,ECB_02410,b2518,432,FALSE
YP_003045601.1,ECB_02411,b2519,2313,FALSE
YP_003045602.1,ECB_02412,b2520,4962,TRUE
YP_003045603.1,ECB_02413,b2521,846,TRUE
YP_003045604.1,ECB_02414,b2522,777,TRUE
YP_003045605.1,ECB_02415,b2523,1284,TRUE
YP_003045606.1,ECB_02416,b2524,201,FALSE
YP_003045607.1,ECB_02417,b2525,336,TRUE
YP_003045608.1,ECB_02418,b2526,1851,TRUE
YP_003045609.1,ECB_02419,b2527,516,TRUE
YP_003045610.1,ECB_02420,b2528,324,TRUE
YP_003045611.1,ECB_02421,b2529,387,TRUE
YP_003045612.1,ECB_02422,b2530,1215,TRUE
YP_003045613.1,ECB_02423,b2531,489,TRUE
YP_003045614.1,ECB_02424,b2532,741,TRUE
YP_003045615.1,ECB_02425,b2533,804,FALSE
YP_003045616.1,ECB_02426,b2534,882,FALSE
YP_003045617.1,ECB_02427,b2535,1281,FALSE
YP_003045618.1,ECB_02428,b2536,1140,TRUE
YP_003045619.1,ECB_02429,b2537,891,FALSE
YP_003045620.1,ECB_02430,b2538,1362,FALSE
YP_003045621.1,ECB_02431,b2539,519,FALSE
YP_003045622.1,ECB_02432,b2540,321,FALSE
YP_003045623.1,ECB_02433,b2541,813,FALSE
YP_003045624.1,ECB_02434,b2542,1203,FALSE
YP_003045625.1,ECB_02435,b2543,495,FALSE
YP_003045626.1,ECB_02436,b2544,873,TRUE
YP_003045627.1,ECB_02437,b2545,1062,FALSE
YP_003045628.1,ECB_02438,b2546,999,TRUE
YP_003045629.1,ECB_02439,b2547,1512,TRUE
YP_003045630.1,ECB_02440,b2548,984,FALSE
YP_003045631.1,ECB_02441,b2549,3282,FALSE
YP_003045632.1,ECB_02442,b2550,1194,TRUE
YP_003045633.1,ECB_02443,b2551,1254,FALSE
YP_003045634.1,ECB_02444,b2552,1191,TRUE
YP_003045635.1,ECB_02445,b2553,339,FALSE
YP_003045636.1,ECB_02446,b2554,1335,TRUE
YP_003045637.1,ECB_02447,b2555,714,TRUE
YP_003045638.1,ECB_02448,b2556,1428,TRUE
YP_003045639.1,ECB_02449,b2557,3888,TRUE
YP_003045640.1,ECB_02451,NA,276,FALSE
YP_003045641.1,ECB_02452,NA,504,FALSE
YP_003045642.1,ECB_02453,b2559,537,TRUE
YP_003045643.1,ECB_02454,b2560,573,FALSE
YP_003045644.1,ECB_02455,b2561,849,TRUE
YP_003045645.1,ECB_02456,b2562,261,TRUE
YP_003045646.1,ECB_02457,b2563,381,FALSE
YP_003045647.1,ECB_02458,b2564,732,TRUE
YP_003045648.1,ECB_02459,b2565,729,TRUE
YP_003045649.1,ECB_02460,b2566,906,TRUE
YP_003045650.1,ECB_02461,b2567,681,TRUE
YP_003045651.1,ECB_02462,b2568,975,TRUE
YP_003045652.1,ECB_02463,b2569,1800,TRUE
YP_003045653.1,ECB_02464,b2570,480,TRUE
YP_003045654.1,ECB_02465,b2571,957,TRUE
YP_003045655.1,ECB_02466,b2572,651,TRUE
YP_003045656.1,ECB_02467,b2573,576,TRUE
YP_003045657.1,ECB_02468,b2574,1623,FALSE
YP_003045658.1,ECB_02469,b2575,738,TRUE
YP_003045659.1,ECB_02470,b2576,1335,TRUE
YP_003045660.1,ECB_02471,b2577,882,FALSE
YP_003045661.1,ECB_02472,b2578,588,FALSE
YP_003045662.1,ECB_02473,b2579,384,TRUE
YP_003045663.1,ECB_02474,b2580,690,TRUE
YP_003045664.1,ECB_02475,b2581,1038,FALSE
YP_003045665.1,ECB_02476,b2582,420,TRUE
YP_003045666.1,ECB_02477,b2583,699,TRUE
YP_003045667.1,ECB_02478,b2584,2661,FALSE
YP_003045668.1,ECB_02479,b2585,1356,TRUE
YP_003045669.1,ECB_02480,b2586,273,FALSE
YP_003045670.1,ECB_02481,b2587,1299,FALSE
YP_003045671.1,ECB_02482,b2592,2574,TRUE
YP_003045672.1,ECB_02483,b2593,732,TRUE
YP_003045673.1,ECB_02484,b2594,981,TRUE
YP_003045674.1,ECB_02485,b2595,738,TRUE
YP_003045675.1,ECB_02486,b2597,342,FALSE
YP_003045677.1,ECB_02488,b2599,1161,TRUE
YP_003045678.1,ECB_02489,b2600,1122,TRUE
YP_003045679.1,ECB_02490,b2601,1071,TRUE
YP_003045680.1,ECB_02491,b2602,366,TRUE
YP_003045681.1,ECB_02492,b2603,519,TRUE
YP_003045682.1,ECB_02493,b2604,1227,TRUE
YP_003045683.1,ECB_02494,b2605,483,TRUE
YP_003045684.1,ECB_02495,b2606,348,TRUE
YP_003045685.1,ECB_02496,b2607,768,TRUE
YP_003045686.1,ECB_02497,b2608,549,TRUE
YP_003045687.1,ECB_02498,b2609,249,TRUE
YP_003045688.1,ECB_02499,b2610,1362,TRUE
YP_003045689.1,ECB_02500,b2611,867,FALSE
YP_003045690.1,ECB_02501,b4461,1197,FALSE
YP_003045691.1,ECB_02502,b2614,594,FALSE
YP_003045692.1,ECB_02503,b2615,879,TRUE
YP_003045693.1,ECB_02504,b2616,1662,TRUE
YP_003045694.1,ECB_02505,b2617,153,TRUE
YP_003045695.1,ECB_02506,b2618,291,FALSE
YP_003045696.1,ECB_02507,b2619,477,TRUE
YP_003045697.1,ECB_02508,b2620,483,TRUE
YP_003045698.1,ECB_02509,NA,1230,FALSE
YP_003045699.1,ECB_02510,NA,1557,FALSE
YP_003045700.1,ECB_02511,NA,897,FALSE
YP_003045701.1,ECB_02512,NA,897,FALSE
YP_003045702.1,ECB_02513,NA,276,FALSE
YP_003045703.1,ECB_02514,NA,504,FALSE
YP_003045704.1,ECB_02515,b2659,978,FALSE
YP_003045705.1,ECB_02516,b2660,1269,FALSE
YP_003045706.1,ECB_02517,b2661,1449,FALSE
YP_003045707.1,ECB_02518,b2662,1281,TRUE
YP_003045708.1,ECB_02519,b2663,1401,TRUE
YP_003045709.1,ECB_02520,b2664,663,TRUE
YP_003045710.1,ECB_02521,b2665,450,TRUE
YP_003045711.1,ECB_02522,b2666,159,FALSE
YP_003045712.1,ECB_02523,b2667,300,TRUE
YP_003045713.1,ECB_02524,b2668,525,TRUE
YP_003045714.1,ECB_02525,b2669,405,TRUE
YP_003045715.1,ECB_02526,b2670,450,TRUE
YP_003045716.1,ECB_02527,b2671,345,TRUE
YP_003045717.1,ECB_02528,b2672,342,FALSE
YP_003045718.1,ECB_02529,b2673,246,FALSE
YP_003045719.1,ECB_02530,b2674,411,TRUE
YP_003045720.1,ECB_02531,b2675,2145,TRUE
YP_003045721.1,ECB_02532,b2676,960,FALSE
YP_003045722.1,ECB_02533,b2677,1203,FALSE
YP_003045723.1,ECB_02534,b2678,1065,TRUE
YP_003045724.1,ECB_02535,b2679,993,TRUE
YP_003045725.1,ECB_02536,b2680-b2681,1185,FALSE
YP_003045726.1,ECB_02537,b2682,738,TRUE
YP_003045727.1,ECB_02538,b2683,336,TRUE
YP_003045728.1,ECB_02539,b2684,531,FALSE
YP_003045729.1,ECB_02540,b2685,1173,FALSE
YP_003045730.1,ECB_02541,b2686,1539,TRUE
YP_003045731.1,ECB_02542,b2687,516,FALSE
YP_003045732.1,ECB_02543,b2688,1557,TRUE
YP_003045733.1,ECB_02544,b2689,429,FALSE
YP_003045734.1,ECB_02545,b2690,567,FALSE
YP_003045735.1,ECB_02546,b2696,186,FALSE
YP_003045736.1,ECB_02547,b2697,2631,FALSE
YP_003045737.1,ECB_02548,b2698,501,TRUE
YP_003045738.1,ECB_02549,b2699,1062,FALSE
YP_003045739.1,ECB_02550,b2700,498,TRUE
YP_003045740.1,ECB_02551,b2701,1086,TRUE
YP_003045741.1,ECB_02552,b2702,564,FALSE
YP_003045742.1,ECB_02553,b2703,960,FALSE
YP_003045743.1,ECB_02554,b2704,372,FALSE
YP_003045744.1,ECB_02555,b2705,780,FALSE
YP_003045745.1,ECB_02556,b2706,360,FALSE
YP_003045746.1,ECB_02557,b2707,774,FALSE
YP_003045747.1,ECB_02558,b2708,966,TRUE
YP_003045748.1,ECB_02559,b2709,1515,TRUE
YP_003045749.1,ECB_02560,b2710,1440,FALSE
YP_003045750.1,ECB_02561,b2711,1134,TRUE
YP_003045751.1,ECB_02562,b2712,2253,FALSE
YP_003045752.1,ECB_02563,b2713,528,FALSE
YP_003045753.1,ECB_02564,b2714,1014,FALSE
YP_003045754.1,ECB_02565,b2715,1458,FALSE
YP_003045755.1,ECB_02566,b2716,1425,FALSE
YP_003045756.1,ECB_02567,b2717,471,TRUE
YP_003045757.1,ECB_02568,b2718,411,TRUE
YP_003045758.1,ECB_02569,b2719,768,TRUE
YP_003045759.1,ECB_02570,b2720,543,TRUE
YP_003045760.1,ECB_02571,b2721,1710,FALSE
YP_003045761.1,ECB_02572,b2722,924,TRUE
YP_003045762.1,ECB_02573,b2723,1827,TRUE
YP_003045763.1,ECB_02574,b2724,612,TRUE
YP_003045764.1,ECB_02575,b2725,462,TRUE
YP_003045765.1,ECB_02576,b2726,351,TRUE
YP_003045766.1,ECB_02577,b2727,873,TRUE
YP_003045767.1,ECB_02578,b2728,273,TRUE
YP_003045768.1,ECB_02579,b2729,1122,TRUE
YP_003045769.1,ECB_02580,b2730,969,TRUE
YP_003045770.1,ECB_02581,b2731,2079,TRUE
YP_003045771.1,ECB_02582,b2732,354,TRUE
YP_003045772.1,ECB_02583,b2733,2562,TRUE
YP_003045773.1,ECB_02584,b2734,657,FALSE
YP_003045774.1,ECB_02585,b2735,798,FALSE
YP_003045775.1,ECB_02586,b2736,909,FALSE
YP_003045776.1,ECB_02587,b2737,1263,FALSE
YP_003045777.1,ECB_02588,b2738,639,FALSE
YP_003045778.1,ECB_02589,b2739,777,FALSE
YP_003045779.1,ECB_02590,b2740,1365,FALSE
YP_003045780.1,ECB_02591,b2741,993,FALSE
YP_003045781.1,ECB_02592,b2742,1140,TRUE
YP_003045782.1,ECB_02593,b2743,627,TRUE
YP_003045783.1,ECB_02594,b2744,762,TRUE
YP_003045784.1,ECB_02595,b2745,1050,TRUE
YP_003045785.1,ECB_02596,b2746,480,TRUE
YP_003045786.1,ECB_02597,b2747,711,TRUE
YP_003045787.1,ECB_02598,b2748,312,TRUE
YP_003045788.1,ECB_02599,b2749,324,TRUE
YP_003045789.1,ECB_02600,b2750,606,TRUE
YP_003045790.1,ECB_02601,b2751,1428,TRUE
YP_003045791.1,ECB_02602,b2752,909,TRUE
YP_003045792.1,ECB_02603,b2753,1038,TRUE
