locus_tag,gene,genome,mutator,dN,dS
ECB_03149,rpsM,Ara-1_REL10938,TRUE,1,0
ECB_03147,rpsD,Ara-1_REL10938,TRUE,1,0
ECB_00603,mrdB,Ara-1_REL10938,TRUE,1,0
ECB_00604,mrdA,Ara-1_REL10938,TRUE,1,0
ECB_03281,glgA,Ara-1_REL10938,TRUE,2,0
ECB_03280,glgP,Ara-1_REL10938,TRUE,0,1
ECB_01142,ymgC,Ara-1_REL10938,TRUE,1,0
ECB_01143,ycgG,Ara-1_REL10938,TRUE,1,0
ECB_03287,gntU,Ara-1_REL10938,TRUE,1,0
ECB_03286,yhgN,Ara-1_REL10938,TRUE,1,0
ECB_00410,maa,Ara-1_REL10938,TRUE,1,0
ECB_00944,ycbS,Ara-1_REL10938,TRUE,1,1
ECB_00789,ybiV,Ara-1_REL10938,TRUE,1,0
ECB_03322,yhhS,Ara-1_REL10938,TRUE,1,0
ECB_03365,gadA,Ara-1_REL10938,TRUE,1,0
ECB_00866,artM,Ara-1_REL10938,TRUE,1,0
ECB_03323,yhhT,Ara-1_REL10938,TRUE,0,1
ECB_00780,ybiF,Ara-1_REL10938,TRUE,1,0
ECB_03044,rrmJ,Ara-1_REL10938,TRUE,0,1
ECB_00785,ybiR,Ara-1_REL10938,TRUE,1,0
ECB_01098,fhuE,Ara-1_REL10938,TRUE,1,0
ECB_01096,ycfH,Ara-1_REL10938,TRUE,1,0
ECB_03776,fdhE,Ara-1_REL10938,TRUE,1,0
ECB_01090,acpP,Ara-1_REL10938,TRUE,0,1
ECB_03448,rhsA,Ara-1_REL10938,TRUE,1,0
ECB_01567,ydgD,Ara-1_REL10938,TRUE,1,0
ECB_00466,allC,Ara-1_REL10938,TRUE,1,0
ECB_01565,ynfM,Ara-1_REL10938,TRUE,0,1
ECB_01872,yecR,Ara-1_REL10938,TRUE,0,1
ECB_01560,ynfI,Ara-1_REL10938,TRUE,1,0
ECB_04189,fimH,Ara-1_REL10938,TRUE,1,0
ECB_01735,sppA,Ara-1_REL10938,TRUE,1,0
ECB_02069,yohI,Ara-1_REL10938,TRUE,1,0
ECB_04108,treB,Ara-1_REL10938,TRUE,0,1
ECB_02996,agaR,Ara-1_REL10938,TRUE,1,0
ECB_01897,cbl,Ara-1_REL10938,TRUE,1,0
ECB_01894,amn,Ara-1_REL10938,TRUE,0,1
ECB_03606,bglF,Ara-1_REL10938,TRUE,1,0
ECB_01891,yeeJ,Ara-1_REL10938,TRUE,1,0
ECB_01786,yoaE,Ara-1_REL10938,TRUE,1,0
ECB_03603,yieL,Ara-1_REL10938,TRUE,1,0
ECB_01020,ycdO,Ara-1_REL10938,TRUE,1,0
ECB_01026,ycdS,Ara-1_REL10938,TRUE,1,0
ECB_02614,ygcQ,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_02619,yqcE,Ara-2_REL11036_subtracted,TRUE,1,1
ECB_02208,nuoG,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_03439,yiaT,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_02192,menF,Ara-2_REL11036_subtracted,TRUE,1,1
ECB_02191,menD,Ara-2_REL11036_subtracted,TRUE,1,1
ECB_04059,yjfR,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_04219,yjiX,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_00007,yaaJ,Ara-2_REL11036_subtracted,TRUE,1,1
ECB_00002,thrA,Ara-2_REL11036_subtracted,TRUE,2,1
ECB_02926,cca,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_03822,ECB_03822,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_03910,yjbI,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_02845,glcG,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_02846,glcF,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_02668,recB,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_02100,yeiW,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_00633,nagC,Ara-2_REL11036_subtracted,TRUE,1,1
ECB_02339,eutL,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_00635,nagB,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_00636,nagE,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_02332,yfeY,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_00186,tilS,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_00184,ldcC,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_00180,lpxB,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_02727,fldB,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_02720,ygfU,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_02722,lysS,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_02686,lysA,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_01111,ycfT,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_01327,recE,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_03887,aceA,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_03188,bfd,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_00133,panB,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_00646,ybfP,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_03026,yhbV,Ara-2_REL11036_subtracted,TRUE,2,0
ECB_03625,gidA,Ara-2_REL11036_subtracted,TRUE,1,1
ECB_03740,trkH,Ara-2_REL11036_subtracted,TRUE,1,1
ECB_04013,groEL,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_03589,yidC,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_00648,potE,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_04073,ECB_04073,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_03558,yidF,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_03413,yiaH,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_01513,ybcW,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_00982,appB,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_00453,ybbB,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_00353,queA,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_03552,uhpB,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_03007,agaD,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_01663,ydiF,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_01519,ydfQ,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_02532,nrdF,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_03018,yraQ,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_02433,hcaB,Ara-2_REL11036_subtracted,TRUE,2,0
ECB_03029,deaD,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_01215,adhE,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_03014,yraM,Ara-2_REL11036_subtracted,TRUE,2,1
ECB_01353,ydbH,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_01600,rnfD,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_01606,pdxY,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_03481,waaW,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_02790,yggH,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_01609,ydhA,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_00733,ECB_00733,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_01074,flgG,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_01172,treA,Ara-2_REL11036_subtracted,TRUE,0,2
ECB_01174,dhaL,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_01177,ycgV,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_00859,potF,Ara-2_REL11036_subtracted,TRUE,2,0
ECB_02978,yhaO,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_02891,parC,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_01851,flhB,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_03012,yraK,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_01586,uidA,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_01588,hdhA,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_03916,dinF,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_01459,ydeP,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_01456,ydeN,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_01106,ycfJ,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_01452,pqqL,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_02099,setB,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_02151,atoB,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_02157,gyrA,Ara-2_REL11036_subtracted,TRUE,1,1
ECB_02927,uppP,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_02158,ubiG,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_02097,fruK,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_04250,prfC,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_04257,deoC,Ara-2_REL11036_subtracted,TRUE,1,1
ECB_04256,yjjI,Ara-2_REL11036_subtracted,TRUE,2,0
ECB_04255,yjjW,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_04098,ytfT,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_02809,yeeW,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_04156,fecB,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_04157,fecA,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_02807,yeeU,Ara-2_REL11036_subtracted,TRUE,2,0
ECB_02800,flu,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_02801,yeeR,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_04097,ytfR,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_01778,yoaA,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_01771,yeaV,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_01776,yeaY,Ara-2_REL11036_subtracted,TRUE,1,1
ECB_01775,fadD,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_02377,hyfE,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_00576,ybdQ,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_02373,hyfA,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_02279,evgA,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_02278,emrK,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_00579,rna,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_02272,vacJ,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_02378,hyfF,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_02379,hyfG,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_01625,ydhO,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_03189,chiA,Ara-2_REL11036_subtracted,TRUE,1,1
ECB_00179,lpxA,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_00174,yaeL,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_00175,yaeT,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_00172,uppS,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_02669,ptr,Ara-2_REL11036_subtracted,TRUE,1,1
ECB_03870,thiE,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_02797,ECB_02797,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_00073,leuD,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_02793,mltC,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_02871,hybB,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_02870,hybC,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_02872,hybA,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_03709,ECB_03709,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_02653,fucI,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_03514,yicI,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_00703,nadA,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_03513,yicH,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_00255,ykgM,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_02577,hypB,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_00253,ykgK,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_03681,cyaA,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_03200,slyD,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_02448,yfhK,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_03689,uvrD,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_02478,yfiQ,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_03946,nrfE,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_03997,yjdI,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_01253,acnA,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_01315,abgA,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_01314,abgB,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_01310,ydaA,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_01312,ogt,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_02488,pheA,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_02444,hmpA,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_03171,rplC,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_00678,ybgQ,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_02329,yfeV,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_04028,yjeM,Ara-2_REL11036_subtracted,TRUE,1,1
ECB_01426,narZ,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_01137,ycgE,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_03291,yhhX,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_03296,ggt,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_04186,fimD,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_01816,ptrB,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_03352,arsC,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_03351,arsB,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_00401,mdlB,Ara-2_REL11036_subtracted,TRUE,2,0
ECB_03356,yhiD,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_01811,yebZ,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_00792,fsa,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_00791,ybiY,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_02504,recN,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_00794,moeA,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_01958,wcaG,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_01349,ydbK,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_01220,oppD,Ara-2_REL11036_subtracted,TRUE,1,1
ECB_01223,cls,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_03909,malM,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_01557,ynfF,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_01556,ynfE,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_01555,ynfD,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_01559,ynfH,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_03949,gltP,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_01654,ydiH,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_01656,ydiJ,Ara-2_REL11036_subtracted,TRUE,1,1
ECB_01049,yceE,Ara-2_REL11036_subtracted,TRUE,2,0
ECB_02056,yehV,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_01724,ynjC,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_01045,mdoG,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_02059,yehX,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_00928,mukB,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_00562,entB,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_04118,yjgK,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_02294,ypdE,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_00923,ycbJ,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_03224,yhfQ,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_00925,smtA,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_00924,ycbC,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_03263,yhgA,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_01030,ycdW,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_02716,guaD,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_01032,ycdY,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_01033,ycdZ,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_02600,cysC,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_02961,uxaC,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_03267,gntT,Ara-2_REL11036_subtracted,TRUE,1,1
ECB_02711,ygfK,Ara-2_REL11036_subtracted,TRUE,1,1
ECB_00033,ispH,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_00031,lspA,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_00037,carB,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_00036,carA,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_00034,rihC,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_02934,ygjD,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_02937,rpoD,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_02283,yfdU,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_03186,gspO,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_02114,yejH,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_02110,yejF,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_03641,yieP,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_03640,yieO,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_00589,citA,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_00193,proS,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_00194,yaeB,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_00627,ybeY,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_00624,ECB_00624,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_03293,yhhZ,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_02306,gltX,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_03290,yhhW,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_00584,citE,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_02735,gcvP,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_03753,glnG,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_02739,ubiH,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_00968,yccT,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_02949,ygjK,Ara-2_REL11036_subtracted,TRUE,2,1
ECB_03630,yieN,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_03631,kup,Ara-2_REL11036_subtracted,TRUE,0,2
ECB_02232,hisM,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_02942,ygjG,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_02945,ebgA,Ara-2_REL11036_subtracted,TRUE,1,1
ECB_02944,ebgR,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_00109,ampD,Ara-2_REL11036_subtracted,TRUE,1,1
ECB_00108,nadC,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_01911,yeeA,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_04023,frdD,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_01917,yeeF,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_03392,dppD,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_03463,lldD,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_02399,guaA,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_00367,yajO,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_03017,yraP,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_03011,yraJ,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_00448,rhsD,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_02547,alaS,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_02542,ygaG,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_04027,yjeA,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_00690,hrsA,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_01185,hemA,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_03490,waaA,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_01262,yciR,Ara-2_REL11036_subtracted,TRUE,1,1
ECB_01614,ydhJ,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_01615,ydhK,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_01347,ynaF,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_00744,bioC,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_03089,sspA,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_00746,uvrB,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_03124,acrF,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_00742,bioB,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_03268,malQ,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_01003,cbpA,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_01162,fadR,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_01163,ycgB,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_03261,feoB,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_01166,ycgO,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_01867,araH,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_00964,yccS,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_01865,otsA,Ara-2_REL11036_subtracted,TRUE,2,0
ECB_00966,helD,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_01861,motA,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_03063,yrbI,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_03062,yrbH,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_01980,yegN,Ara-2_REL11036_subtracted,TRUE,2,0
ECB_01981,yegO,Ara-2_REL11036_subtracted,TRUE,2,0
ECB_01868,araG,Ara-2_REL11036_subtracted,TRUE,2,1
ECB_01462,ydeS,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_03863,rpoB,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_00999,torC,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_03710,ECB_03710,Ara-2_REL11036_subtracted,TRUE,1,1
ECB_01464,ECB_01464,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_02166,glpT,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_02088,nfo,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_02160,nrdA,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_02084,cirA,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_02085,lysP,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_02086,yeiE,Ara-2_REL11036_subtracted,TRUE,1,1
ECB_01715,astD,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_02081,yeiB,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_02168,glpB,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_03461,lldP,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_01481,yneH,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_04241,yjjP,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_04124,valS,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_04127,yjgP,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_04120,argI,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_04086,cysQ,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_04128,yjgQ,Ara-2_REL11036_subtracted,TRUE,1,1
ECB_04084,ytfH,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_02016,gatR,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_01760,yeaN,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_00095,ftsA,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_03763,yihQ,Ara-2_REL11036_subtracted,TRUE,2,0
ECB_00096,ftsZ,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_02265,yfcX,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_03765,yihS,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_00099,secA,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_00098,yacA,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_03548,yicO,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_00068,yabJ,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_04238,dnaC,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_00490,ECB_00490,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_00063,araD,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_03908,lamB,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_03568,yidE,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_02907,tolC,Ara-2_REL11036_subtracted,TRUE,2,0
ECB_02869,hybD,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_03757,yihL,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_02863,pitB,Ara-2_REL11036_subtracted,TRUE,0,2
ECB_02861,yghS,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_02642,sdaB,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_02641,sdaC,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_00713,modF,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_03283,glgX,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_00243,yagR,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_00244,yagS,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_03064,yrbK,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_02080,galS,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_00718,modC,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_01714,astB,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_02466,rseA,Ara-2_REL11036_subtracted,TRUE,0,2
ECB_02462,lepB,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_02565,ascF,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_01652,sufB,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_03698,rarD,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_02740,pepP,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_03982,proP,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_03980,yjdA,Ara-2_REL11036_subtracted,TRUE,0,1
ECB_03599,yieH,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_03598,yieG,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_03988,adiA,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_00393,ppiD,Ara-2_REL11036_subtracted,TRUE,1,1
ECB_03904,malG,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_03605,bglB,Ara-2_REL11036_subtracted,TRUE,1,0
ECB_00660,ybfO,Ara-2_REL11036_subtracted,TRUE,0,1
