locus_tag,Protein_id,Salmonella_locus_tag,Salmonella_Protein_id
ECB_02934,YP_003046119.1,STM3208,NP_462123.1
ECB_02935,YP_003046120.1,STM3209,NP_462124.1
ECB_02936,YP_003046121.1,STM3210,NP_462125.1
ECB_02938,YP_003046123.1,STM3212,NP_462127.1
ECB_02939,YP_003046124.1,STM3214,NP_462128.1
ECB_02940,YP_003046125.1,STM3215,NP_462129.1
ECB_02941,YP_003046126.1,STM3217,NP_462131.1
ECB_02942,YP_003046127.1,STM3218,NP_462132.2
ECB_02950,YP_003046135.1,STM3219,NP_462133.1
ECB_02953,YP_003046138.1,STM3220,NP_462134.1
ECB_02954,YP_003046139.1,STM3221,NP_462135.1
ECB_02955,YP_003046140.1,STM3222,NP_462136.1
ECB_02956,YP_003046141.1,STM3223,NP_462137.1
ECB_02957,YP_003046142.1,STM3224,NP_462138.1
ECB_02958,YP_003046143.1,STM3225,NP_462139.1
ECB_02964,YP_003046149.1,STM3226,NP_462140.1
ECB_02965,YP_003046150.1,STM3227,NP_462141.1
ECB_02966,YP_003046151.1,STM3228,NP_462142.1
ECB_02967,YP_003046152.1,STM3229,NP_462143.1
ECB_02968,YP_003046153.1,STM3230,NP_462144.1
ECB_02969,YP_003046154.1,STM3231,NP_462145.1
ECB_02970,YP_003046155.1,STM3232,NP_462146.1
ECB_02971,YP_003046156.1,STM3233,NP_462147.1
ECB_02972,YP_003046157.1,STM3234,NP_462148.1
ECB_02974,YP_003046159.1,STM3235,NP_462149.1
ECB_02975,YP_003046160.1,STM3236,NP_462150.1
ECB_02976,YP_003046161.1,STM3237,NP_462151.1
ECB_02977,YP_003046162.1,STM3238,NP_462152.1
ECB_02978,YP_003046163.1,STM3239,NP_462153.1
ECB_02982,YP_003046167.1,STM3242,NP_462156.1
ECB_02983,YP_003046168.1,STM3243,NP_462157.1
ECB_02984,YP_003046169.1,STM3244,NP_462158.1
ECB_02985,YP_003046170.1,STM3245,NP_462159.1
ECB_02989,YP_003046174.1,STM3247,NP_462160.1
ECB_02990,YP_003046175.1,STM3248,NP_462161.1
ECB_02991,YP_003046176.1,STM3249,NP_462162.1
ECB_02993,YP_003046178.1,STM3250,NP_462163.1
ECB_03013,YP_003046198.1,STM3263,NP_462176.1
ECB_03014,YP_003046199.1,STM3264,NP_462177.1
ECB_03015,YP_003046200.1,STM3265,NP_462178.1
ECB_03016,YP_003046201.1,STM3266,NP_462179.1
ECB_03017,YP_003046202.1,STM3267,NP_462180.1
ECB_03019,YP_003046204.1,STM3268,NP_462181.1
ECB_03020,YP_003046205.1,STM3269,NP_462182.1
ECB_03021,YP_003046206.1,STM3270,NP_462183.1
ECB_03022,YP_003046207.1,STM3271,NP_462184.2
ECB_03023,YP_003046208.1,STM3272,NP_462185.1
ECB_03024,YP_003046209.1,STM3273,NP_462186.1
ECB_03025,YP_003046210.1,STM3274,NP_462187.1
ECB_03027,YP_003046212.1,STM3276,NP_462189.1
ECB_03028,YP_003046213.1,STM3279,NP_462192.1
ECB_03030,YP_003046215.1,STM3281,NP_462194.1
ECB_03031,YP_003046216.1,STM3282,NP_462195.1
ECB_03032,YP_003046217.1,STM3283,NP_462196.1
ECB_03033,YP_003046218.1,STM3284,NP_462197.1
ECB_03034,YP_003046219.1,STM3285,NP_462198.1
ECB_03035,YP_003046220.1,STM3286,NP_462199.1
ECB_03036,YP_003046221.1,STM3287,NP_462200.1
ECB_03037,YP_003046222.1,STM3288,NP_462201.2
ECB_03040,YP_003046225.1,STM3293,NP_462204.1
ECB_03041,YP_003046226.1,STM3294,NP_462205.1
ECB_03042,YP_003046227.1,STM3295,NP_462206.1
ECB_03043,YP_003046228.1,STM3296,NP_462207.1
ECB_03044,YP_003046229.1,STM3297,NP_462208.1
ECB_03046,YP_003046231.1,STM3299,NP_462210.1
ECB_03047,YP_003046232.1,STM3300,NP_462211.1
ECB_03048,YP_003046233.1,STM3301,NP_462212.1
ECB_03050,YP_003046235.1,STM3303,NP_462213.1
ECB_03051,YP_003046236.1,STM3304,NP_462214.1
ECB_03052,YP_003046237.1,STM3305,NP_462215.1
ECB_03053,YP_003046238.1,STM3306,NP_462216.1
ECB_03054,YP_003046239.1,STM3307,NP_462217.1
ECB_03055,YP_003046240.1,STM3308,NP_462218.1
ECB_03056,YP_003046241.1,STM3309,NP_462219.1
ECB_03057,YP_003046242.1,STM3310,NP_462220.1
ECB_03058,YP_003046243.1,STM3311,NP_462221.1
ECB_03059,YP_003046244.1,STM3312,NP_462222.1
ECB_03060,YP_003046245.1,STM3313,NP_462223.1
ECB_03061,YP_003046246.1,STM3314,NP_462224.1
ECB_03062,YP_003046247.1,STM3315,NP_462225.1
ECB_03063,YP_003046248.1,STM3316,NP_462226.1
ECB_03064,YP_003046249.1,STM3317,NP_462227.1
ECB_03065,YP_003046250.1,STM3318,NP_462228.1
ECB_03066,YP_003046251.1,STM3319,NP_462229.1
ECB_03067,YP_003046252.1,STM3320,NP_462230.1
ECB_03068,YP_003046253.1,STM3321,NP_462231.1
ECB_03069,YP_003046254.1,STM3322,NP_462232.1
ECB_03070,YP_003046255.1,STM3323,NP_462233.1
ECB_03071,YP_003046256.1,STM3324,NP_462234.1
ECB_03072,YP_003046257.1,STM3325,NP_462235.1
ECB_03073,YP_003046258.1,STM3326,NP_462236.1
ECB_03074,YP_003046259.1,STM3327,NP_462237.1
ECB_03075,YP_003046260.1,STM3328,NP_462238.1
ECB_03076,YP_003046261.1,STM3329,NP_462239.1
ECB_03077,YP_003046262.1,STM3330,NP_462240.1
ECB_03081,YP_003046266.1,STM3335,NP_462245.1
ECB_03082,YP_003046267.1,STM3336,NP_462246.1
ECB_03083,YP_003046268.1,STM3337,NP_462247.1
ECB_03084,YP_003046269.1,STM3338,NP_462248.1
ECB_03085,YP_003046270.1,STM3339,NP_462249.1
ECB_03086,YP_003046271.1,STM3340,NP_462250.1
ECB_03088,YP_003046273.1,STM3341,NP_462251.1
ECB_03089,YP_003046274.1,STM3342,NP_462252.1
ECB_03090,YP_003046275.1,STM3344,NP_462254.1
ECB_03091,YP_003046276.1,STM3345,NP_462255.1
ECB_03092,YP_003046277.1,STM3346,NP_462256.1
ECB_03093,YP_003046278.1,STM3347,NP_462257.1
ECB_03094,YP_003046279.1,STM3348,NP_462258.1
ECB_03095,YP_003046280.1,STM3349,NP_462259.1
ECB_03096,YP_003046281.1,STM3359,NP_462269.1
ECB_03097,YP_003046282.1,STM3360,NP_462270.1
ECB_03098,YP_003046283.1,STM3361,NP_462271.1
ECB_03099,YP_003046284.1,STM3363,NP_462273.1
ECB_03100,YP_003046285.1,STM3364,NP_462274.1
ECB_03101,YP_003046286.1,STM3365,NP_462275.1
ECB_03102,YP_003046287.1,STM3366,NP_462276.1
ECB_03103,YP_003046288.1,STM3367,NP_462277.1
ECB_03104,YP_003046289.1,STM3368,NP_462278.1
ECB_03105,YP_003046290.1,STM3369,NP_462279.1
ECB_03106,YP_003046291.1,STM3370,NP_462280.1
ECB_03107,YP_003046292.1,STM3371,NP_462281.1
ECB_03108,YP_003046293.1,STM3372,NP_462282.1
ECB_03109,YP_003046294.1,STM3373,NP_462283.1
ECB_03110,YP_003046295.1,STM3374,NP_462284.1
ECB_03111,YP_003046296.1,STM3375,NP_462285.1
ECB_03112,YP_003046297.1,STM3376,NP_462286.1
ECB_03113,YP_003046298.1,STM3379,NP_462289.1
ECB_03114,YP_003046299.1,STM3380,NP_462290.1
ECB_03115,YP_003046300.1,STM3381,NP_462291.1
ECB_03116,YP_003046301.1,STM3382,NP_462292.1
ECB_03117,YP_003046302.1,STM3383,NP_462293.1
ECB_03118,YP_003046303.1,STM3384,NP_462294.1
ECB_03119,YP_003046304.1,STM3385,NP_462295.1
ECB_03120,YP_003046305.1,STM3386,NP_462296.1
ECB_03121,YP_003046306.1,STM3387,NP_462297.1
ECB_03122,YP_003046307.1,STM3389,NP_462299.1
ECB_03123,YP_003046308.1,STM3390,NP_462300.1
ECB_03125,YP_003046310.1,STM3392,NP_462302.1
ECB_03130,YP_003046315.1,STM3399,NP_462303.1
ECB_03131,YP_003046316.1,STM3400,NP_462304.1
ECB_03132,YP_003046317.1,STM3401,NP_462305.1
ECB_03133,YP_003046318.1,STM3402,NP_462306.1
ECB_03134,YP_003046319.1,STM3403,NP_462307.1
ECB_03135,YP_003046320.1,STM3404,NP_462308.1
ECB_03136,YP_003046321.1,STM3405,NP_462309.1
ECB_03137,YP_003046322.1,STM3406,NP_462310.1
ECB_03138,YP_003046323.1,STM3407,NP_462311.1
ECB_03139,YP_003046324.1,STM3408,NP_462312.1
ECB_03140,YP_003046325.1,STM3409,NP_462313.1
ECB_03141,YP_003046326.1,STM3410,NP_462314.1
ECB_03142,YP_003046327.1,STM3411,NP_462315.1
ECB_03143,YP_003046328.1,STM3412,NP_462316.1
ECB_03144,YP_003046329.1,STM3413,NP_462317.1
ECB_03145,YP_003046330.1,STM3414,NP_462318.1
ECB_03146,YP_003046331.1,STM3415,NP_462319.1
ECB_03147,YP_003046332.1,STM3416,NP_462320.1
ECB_03148,YP_003046333.1,STM3417,NP_462321.1
ECB_03149,YP_003046334.1,STM3418,NP_462322.1
ECB_03151,YP_003046336.1,STM3420,NP_462324.1
ECB_03152,YP_003046337.1,STM3421,NP_462325.1
ECB_03153,YP_003046338.1,STM3422,NP_462326.1
ECB_03154,YP_003046339.1,STM3423,NP_462327.1
ECB_03155,YP_003046340.1,STM3424,NP_462328.1
ECB_03156,YP_003046341.1,STM3425,NP_462329.1
ECB_03157,YP_003046342.1,STM3426,NP_462330.1
ECB_03159,YP_003046344.1,STM3428,NP_462332.1
ECB_03160,YP_003046345.1,STM3429,NP_462333.1
ECB_03161,YP_003046346.1,STM3430,NP_462334.1
ECB_03162,YP_003046347.1,STM3431,NP_462335.1
ECB_03163,YP_003046348.1,STM3432,NP_462336.1
ECB_03164,YP_003046349.1,STM3433,NP_462337.1
ECB_03165,YP_003046350.1,STM3434,NP_462338.1
ECB_03166,YP_003046351.1,STM3435,NP_462339.1
ECB_03167,YP_003046352.1,STM3436,NP_462340.1
ECB_03168,YP_003046353.1,STM3437,NP_462341.1
ECB_03169,YP_003046354.1,STM3438,NP_462342.1
ECB_03170,YP_003046355.1,STM3439,NP_462343.1
ECB_03171,YP_003046356.1,STM3440,NP_462344.1
ECB_03172,YP_003046357.1,STM3441,NP_462345.1
ECB_03187,YP_003046372.1,STM3443,NP_462347.1
ECB_03188,YP_003046373.1,STM3444,NP_462348.1
ECB_03191,YP_003046376.1,STM3446,NP_462350.1
ECB_03192,YP_003046377.1,STM3447,NP_462351.1
ECB_03193,YP_003046378.1,STM3448,NP_462352.1
ECB_03194,YP_003046379.1,STM3449,NP_462353.1
ECB_03195,YP_003046380.1,STM3450,NP_462354.1
ECB_03196,YP_003046381.1,STM3451,NP_462355.1
ECB_03197,YP_003046382.1,STM3452,NP_462356.1
ECB_03198,YP_003046383.1,STM3453,NP_462357.1
ECB_03199,YP_003046384.1,STM3454,NP_462358.1
ECB_03200,YP_003046385.1,STM3455,NP_462359.1
ECB_03201,YP_003046386.1,STM3457,NP_462361.1
ECB_03202,YP_003046387.1,STM3458,NP_462362.1
ECB_03203,YP_003046388.1,STM3459,NP_462363.1
ECB_03204,YP_003046389.1,STM3462,NP_462365.1
ECB_03205,YP_003046390.1,STM3463,NP_462366.1
ECB_03206,YP_003046391.1,STM3464,NP_462367.1
ECB_03207,YP_003046392.1,STM3465,NP_462368.1
ECB_03208,YP_003046393.1,STM3466,NP_462369.1
ECB_03209,YP_003046394.1,STM3467,NP_462370.1
ECB_03210,YP_003046395.1,STM3468,NP_462371.1
ECB_03211,YP_003046396.1,STM3469,NP_462372.1
ECB_03212,YP_003046397.1,STM3470,NP_462373.1
ECB_03213,YP_003046398.1,STM3471,NP_462374.1
ECB_03214,YP_003046399.1,STM3472,NP_462375.1
ECB_03215,YP_003046400.1,STM3473,NP_462376.1
ECB_03216,YP_003046401.1,STM3474,NP_462377.1
ECB_03217,YP_003046402.1,STM3475,NP_462378.1
ECB_03218,YP_003046403.1,STM3476,NP_462379.1
ECB_03219,YP_003046404.1,STM3477,NP_462380.1
ECB_03220,YP_003046405.1,STM3480,NP_462383.1
ECB_03224,YP_003046409.1,STM3600,NP_462501.1
ECB_03236,YP_003046420.1,STM3481,NP_462384.1
ECB_03237,YP_003046421.1,STM3482,NP_462385.1
ECB_03238,YP_003046422.1,STM3483,NP_462386.1
ECB_03239,YP_003046423.1,STM3484,NP_462387.1
ECB_03240,YP_003046424.1,STM3485,NP_462388.1
ECB_03241,YP_003046425.1,STM3486,NP_462389.1
ECB_03242,YP_003046426.1,STM3487,NP_462390.1
ECB_03243,YP_003046427.1,STM3488,NP_462391.1
ECB_03244,YP_003046428.1,STM3489,NP_462392.1
ECB_03245,YP_003046429.1,STM3490,NP_462393.1
ECB_03246,YP_003046430.1,STM3491,NP_462394.1
ECB_03247,YP_003046431.1,STM3492,NP_462395.1
ECB_03248,YP_003046432.1,STM3493,NP_462396.2
ECB_03250,YP_003046434.1,STM3495,NP_462398.1
ECB_03251,YP_003046435.1,STM3496,NP_462399.1
ECB_03252,YP_003046436.1,STM3497,NP_462400.1
ECB_03253,YP_003046437.1,STM3498,NP_462401.2
ECB_03254,YP_003046438.1,STM3499,NP_462402.1
ECB_03255,YP_003046439.1,STM3500,NP_462403.1
ECB_03256,YP_003046440.1,STM3501,NP_462404.1
ECB_03257,YP_003046441.1,STM3502,NP_462405.1
ECB_03258,YP_003046442.1,STM3503,NP_462406.1
ECB_03259,YP_003046443.1,STM3504,NP_462407.2
ECB_03260,YP_003046444.1,STM3505,NP_462408.1
ECB_03261,YP_003046445.1,STM3506,NP_462409.1
ECB_03262,YP_003046446.1,STM3507,NP_462410.1
ECB_03264,YP_003046448.1,STM3509,NP_462412.1
ECB_03265,YP_003046449.1,STM3510,NP_462413.1
ECB_03266,YP_003046450.1,STM3511,NP_462414.1
ECB_03267,YP_003046451.1,STM3512,NP_462415.1
ECB_03268,YP_003046452.1,STM3513,NP_462416.1
ECB_03270,YP_003046454.1,STM3515,NP_462418.1
ECB_03271,YP_003046455.1,STM3518,NP_462421.1
ECB_03272,YP_003046456.1,STM3519,NP_462422.1
ECB_03273,YP_003046457.1,STM3522,NP_462424.1
ECB_03274,YP_003046458.1,STM3523,NP_462425.1
ECB_03275,YP_003046459.1,STM3524,NP_462426.1
ECB_03276,YP_003046460.1,STM3525,NP_462427.1
ECB_03277,YP_003046461.1,STM3526,NP_462428.1
ECB_03281,YP_003046464.1,STM3535,NP_462436.1
ECB_03282,YP_003046465.1,STM3536,NP_462437.1
ECB_03283,YP_003046466.1,STM3537,NP_462438.1
ECB_03284,YP_003046467.1,STM3538,NP_462439.1
ECB_03285,YP_003046468.1,STM3539,NP_462440.1
ECB_03287,YP_003046470.1,STM3541,NP_462442.1
ECB_03288,YP_003046471.1,STM3542,NP_462443.1
ECB_03289,YP_003046472.1,STM3543,NP_462444.1
ECB_03290,YP_003046473.1,STM3544,NP_462445.1
ECB_03291,YP_003046474.1,STM3545,NP_462446.1
ECB_03292,YP_003046475.1,STM3546,NP_462447.1
ECB_03296,YP_003046479.1,STM3551,NP_462452.1
ECB_03297,YP_003046480.1,STM3552,NP_462453.1
ECB_03298,YP_003046481.1,STM3553,NP_462454.1
ECB_03299,YP_003046482.1,STM3554,NP_462455.1
ECB_03300,YP_003046483.1,STM3555,NP_462456.1
ECB_03301,YP_003046484.1,STM3556,NP_462457.1
ECB_03302,YP_003046485.1,STM3557,NP_462458.1
ECB_03303,YP_003046486.1,STM3560,NP_462461.1
ECB_03304,YP_003046487.1,STM3561,NP_462462.1
ECB_03305,YP_003046488.1,STM3562,NP_462463.1
ECB_03306,YP_003046489.1,STM3563,NP_462464.1
ECB_03307,YP_003046490.1,STM3564,NP_462465.1
ECB_03308,YP_003046491.1,STM3565,NP_462466.1
ECB_03309,YP_003046492.1,STM3567,NP_462468.1
ECB_03310,YP_003046493.1,STM3568,NP_462469.1
ECB_03311,YP_003046494.1,STM3569,NP_462470.1
ECB_03312,YP_003046495.1,STM3570,NP_462471.1
ECB_03313,YP_003046496.1,STM3571,NP_462472.1
ECB_03314,YP_003046497.1,STM3572,NP_462473.1
ECB_03315,YP_003046498.1,STM3573,NP_462474.2
ECB_03316,YP_003046499.1,STM3574,NP_462475.1
ECB_03317,YP_003046500.1,STM3575,NP_462476.1
ECB_03318,YP_003046501.1,STM3576,NP_462477.1
ECB_03319,YP_003046502.1,STM3578,NP_462479.1
ECB_03320,YP_003046503.1,STM3579,NP_462480.1
ECB_03321,YP_003046504.1,STM3580,NP_462481.1
ECB_03323,YP_003046506.1,STM3582,NP_462483.1
ECB_03324,YP_003046507.1,STM3583,NP_462484.1
ECB_03330,YP_003046513.1,STM3584,NP_462485.1
ECB_03335,YP_003046517.1,STM3585,NP_462486.1
ECB_03337,YP_003046519.1,STM3587,NP_462488.1
ECB_03341,YP_003046523.1,STM3588,NP_462489.1
ECB_03343,YP_003046525.1,STM3590,NP_462491.1
ECB_03344,YP_003046526.1,STM3591,NP_462492.1
ECB_03345,YP_003046527.1,STM3592,NP_462493.1
ECB_03346,YP_003046528.1,STM3593,NP_462494.1
ECB_03347,YP_003046529.1,STM3594,NP_462495.1
ECB_03348,YP_003046530.1,STM3596,NP_462497.1
ECB_03349,YP_003046531.1,STM3597,NP_462498.1
ECB_03357,YP_003046539.1,STM1562,NP_460521.1
ECB_03366,YP_003046548.1,STM3820,NP_462720.1
ECB_03367,YP_003046549.1,STM3603,NP_462504.1
ECB_03368,YP_003046550.1,STM3606,NP_462507.1
ECB_03369,YP_003046551.1,STM3607,NP_462508.1
ECB_03370,YP_003046552.1,STM3608,NP_462509.1
ECB_03371,YP_003046553.1,STM3609,NP_462510.1
ECB_03372,YP_003046554.1,STM3610,NP_462511.1
ECB_03373,YP_003046555.1,STM3611,NP_462512.1
ECB_03374,YP_003046556.1,STM3612,NP_462513.1
ECB_03375,YP_003046557.1,STM3613,NP_462514.1
ECB_03376,YP_003046558.1,STM3614,NP_462515.1
ECB_03377,YP_003046559.1,STM3615,NP_462516.2
ECB_03378,YP_003046560.1,STM3616,NP_462517.1
ECB_03379,YP_003046561.1,STM3617,NP_462518.1
ECB_03380,YP_003046562.1,STM3618,NP_462519.1
ECB_03381,YP_003046563.1,STM3619,NP_462520.1
ECB_03383,YP_003046564.1,STM3621,NP_462522.1
ECB_03384,YP_003046565.1,STM3622,NP_462523.1
ECB_03385,YP_003046566.1,STM3623,NP_462524.1
ECB_03386,YP_003046567.1,STM3624,NP_462525.1
ECB_03390,YP_003046571.1,STM3625,NP_462527.1
ECB_03391,YP_003046572.1,STM3626,NP_462528.1
ECB_03392,YP_003046573.1,STM3627,NP_462529.1
ECB_03393,YP_003046574.1,STM3628,NP_462530.1
ECB_03394,YP_003046575.1,STM3629,NP_462531.1
ECB_03395,YP_003046576.1,STM3630,NP_462532.1
ECB_03396,YP_003046577.1,STM3635,NP_462536.1
ECB_03397,YP_003046578.1,STM2574,NP_461509.1
ECB_03398,YP_003046579.1,STM3641,NP_462542.1
ECB_03399,YP_003046580.1,STM3642,NP_462543.1
ECB_03400,YP_003046581.1,STM3643,NP_462544.1
ECB_03402,YP_003046583.1,STM3645,NP_462546.1
ECB_03403,YP_003046584.1,STM3646,NP_462547.1
ECB_03404,YP_003046585.1,STM3647,NP_462548.1
ECB_03405,YP_003046586.1,STM3648,NP_462549.1
ECB_03406,YP_003046587.1,STM3649,NP_462550.1
ECB_03410,YP_003046591.1,STM3655,NP_462555.1
ECB_03411,YP_003046592.1,STM3656,NP_462556.1
ECB_03412,YP_003046593.1,STM3657,NP_462557.1
ECB_03413,YP_003046594.1,STM3658,NP_462558.1
ECB_03416,YP_003046597.1,STM3660,NP_462560.1
ECB_03417,YP_003046598.1,STM3661,NP_462561.1
ECB_03421,YP_003046601.1,STM3662,NP_462562.1
ECB_03422,YP_003046602.1,STM3663,NP_462563.1
ECB_03423,YP_003046603.1,STM3664,NP_462564.1
ECB_03424,YP_003046604.1,STM3665,NP_462565.1
ECB_03425,YP_003046605.1,STM3666,NP_462566.1
ECB_03426,YP_003046606.1,STM3667,NP_462567.1
ECB_03427,YP_003046607.1,STM3668,NP_462568.1
ECB_03428,YP_003046608.1,STM3669,NP_462569.1
ECB_03429,YP_003046609.1,STM3671,NP_462571.1
ECB_03430,YP_003046610.1,STM3672,NP_462572.1
ECB_03431,YP_003046611.1,STM3673,NP_462573.1
ECB_03432,YP_003046612.1,STM3674,NP_462574.1
ECB_03433,YP_003046613.1,STM3675,NP_462575.1
ECB_03434,YP_003046614.1,STM3676,NP_462576.1
ECB_03435,YP_003046615.1,STM3677,NP_462577.1
ECB_03436,YP_003046616.1,STM3678,NP_462578.1
ECB_03438,YP_003046618.1,STM3679,NP_462579.1
ECB_03443,YP_003046623.1,STM3680,NP_462580.1
ECB_03445,YP_003046625.1,STM3682,NP_462582.1
ECB_03446,YP_003046626.1,STM3683,NP_462583.1
ECB_03447,YP_003046627.1,STM3684,NP_462584.1
ECB_03454,YP_003046634.1,STM3685,NP_462585.1
ECB_03455,YP_003046635.1,STM3686,NP_462586.1
ECB_03456,YP_003046636.1,STM3687,NP_462587.1
ECB_03457,YP_003046637.1,STM3688,NP_462588.1
ECB_03458,YP_003046638.1,STM3689,NP_462589.1
ECB_03459,YP_003046639.1,STM3690,NP_462590.1
ECB_03460,YP_003046640.1,STM3691,NP_462591.1
ECB_03461,YP_003046641.1,STM3692,NP_462592.1
ECB_03462,YP_003046642.1,STM3693,NP_462593.1
ECB_03463,YP_003046643.1,STM3694,NP_462594.1
ECB_03464,YP_003046644.1,STM3695,NP_462595.1
ECB_03465,YP_003046645.1,STM3699,NP_462599.1
ECB_03466,YP_003046646.1,STM3700,NP_462600.1
ECB_03467,YP_003046647.1,STM3701,NP_462601.1
ECB_03468,YP_003046648.1,STM3702,NP_462602.1
ECB_03469,YP_003046649.1,STM3703,NP_462603.1
ECB_03470,YP_003046650.1,STM3704,NP_462604.1
ECB_03471,YP_003046651.1,STM3705,NP_462605.1
ECB_03472,YP_003046652.1,STM3706,NP_462606.1
ECB_03473,YP_003046653.1,STM3707,NP_462607.1
ECB_03474,YP_003046654.1,STM3708,NP_462608.1
ECB_03475,YP_003046655.1,STM3709,NP_462609.1
ECB_03476,YP_003046656.1,STM3710,NP_462610.1
ECB_03477,YP_003046657.1,STM3711,NP_462611.1
ECB_03478,YP_003046658.1,STM3712,NP_462612.1
ECB_03482,YP_003046662.1,STM3716,NP_462616.1
ECB_03486,YP_003046665.1,STM3718,NP_462618.1
ECB_03487,YP_003046666.1,STM3721,NP_462621.1
ECB_03488,YP_003046667.1,STM3722,NP_462622.1
ECB_03489,YP_003046668.1,STM3723,NP_462623.1
ECB_03490,YP_003046669.1,STM3724,NP_462624.1
ECB_03491,YP_003046670.1,STM3725,NP_462625.1
ECB_03492,YP_003046671.1,STM3726,NP_462626.1
ECB_03493,YP_003046672.1,STM3727,NP_462627.1
ECB_03494,YP_003046673.1,STM3728,NP_462628.1
ECB_03495,YP_003046674.1,STM3729,NP_462629.1
ECB_03496,YP_003046675.1,STM3730,NP_462630.2
ECB_03497,YP_003046676.1,STM3731,NP_462631.1
ECB_03498,YP_003046677.1,STM3732,NP_462632.1
ECB_03499,YP_003046678.1,STM3733,NP_462633.1
ECB_03500,YP_003046679.1,STM3734,NP_462634.1
ECB_03501,YP_003046680.1,STM3735,NP_462635.1
ECB_03503,YP_003046682.1,STM3738,NP_462638.1
ECB_03504,YP_003046683.1,STM3739,NP_462639.1
ECB_03505,YP_003046684.1,STM3740,NP_462640.1
ECB_03506,YP_003046685.1,STM3741,NP_462641.1
ECB_03507,YP_003046686.1,STM3742,NP_462642.1
ECB_03508,YP_003046687.1,STM3743,NP_462643.1
ECB_03509,YP_003046688.1,STM3744,NP_462644.1
ECB_03510,YP_003046689.1,STM3745,NP_462645.1
ECB_03511,YP_003046690.1,STM3746,NP_462646.1
ECB_03512,YP_003046691.1,STM3747,NP_462647.1
ECB_03513,YP_003046692.1,STM3748,NP_462648.1
ECB_03514,YP_003046693.1,STM3749,NP_462649.1
ECB_03515,YP_003046694.1,STM3750,NP_462650.1
ECB_03543,YP_003046720.1,STM3765,NP_462664.1
ECB_03545,YP_003046722.1,STM3774,NP_462673.1
ECB_03546,YP_003046723.1,STM3776,NP_462675.1
ECB_03547,YP_003046724.1,STM3786,NP_462685.1
ECB_03550,YP_003046727.1,STM3787,NP_462686.1
ECB_03551,YP_003046728.1,STM3788,NP_462687.1
ECB_03552,YP_003046729.1,STM3789,NP_462688.1
ECB_03553,YP_003046730.1,STM3790,NP_462689.1
ECB_03554,YP_003046731.1,STM3795,NP_462694.1
ECB_03555,YP_003046732.1,STM3796,NP_462695.1
ECB_03557,YP_003046734.1,STM3798,NP_462699.1
ECB_03558,YP_003046735.1,STM3803,NP_462704.1
ECB_03559,YP_003046736.1,STM3804,NP_462705.1
ECB_03560,YP_003046737.1,STM3805,NP_462706.1
ECB_03568,YP_003046744.1,STM3807,NP_462707.1
ECB_03571,YP_003046747.1,STM3810,NP_462710.1
ECB_03572,YP_003046748.1,STM3811,NP_462711.1
ECB_03574,YP_003046750.1,STM3827,NP_462727.1
ECB_03575,YP_003046751.1,STM3828,NP_462728.1
ECB_03577,YP_003046753.1,STM3829,NP_462729.1
ECB_03578,YP_003046754.1,STM3830,NP_462730.1
ECB_03580,YP_003046756.1,STM3831,NP_462731.1
ECB_03582,YP_003046758.1,STM3835,NP_462735.1
ECB_03583,YP_003046759.1,STM3836,NP_462736.1
ECB_03584,YP_003046760.1,STM3837,NP_462737.1
ECB_03585,YP_003046761.1,STM3838,NP_462738.1
ECB_03587,YP_003046763.1,STM3840,NP_462740.1
ECB_03588,YP_003046764.1,STM3841,NP_462741.1
ECB_03589,YP_003046765.1,STM3842,NP_462742.1
ECB_03590,YP_003046766.1,STM3843,NP_462743.1
ECB_03594,YP_003046770.1,STM3847,NP_462746.1
ECB_03595,YP_003046771.1,STM3848,NP_462747.1
ECB_03596,YP_003046772.1,STM3849,NP_462748.1
ECB_03597,YP_003046773.1,STM3850,NP_462749.2
ECB_03599,YP_003046775.1,STM3852,NP_462751.1
ECB_03608,YP_003046784.1,STM3853,NP_462752.1
ECB_03609,YP_003046785.1,STM3854,NP_462753.1
ECB_03610,YP_003046786.1,STM3855,NP_462754.1
ECB_03611,YP_003046787.1,STM3856,NP_462755.1
ECB_03612,YP_003046788.1,STM3857,NP_462756.1
ECB_03613,YP_003046789.1,STM3861,NP_462760.1
ECB_03614,YP_003046790.1,STM3862,NP_462761.1
ECB_03615,YP_003046791.1,STM3864,NP_462763.1
ECB_03616,YP_003046792.1,STM3865,NP_462764.1
ECB_03617,YP_003046793.1,STM3866,NP_462765.1
ECB_03618,YP_003046794.1,STM3867,NP_462766.1
ECB_03619,YP_003046795.1,STM3868,NP_462767.1
ECB_03620,YP_003046796.1,STM3869,NP_462768.1
ECB_03621,YP_003046797.1,STM3870,NP_462769.1
ECB_03622,YP_003046798.1,STM3871,NP_462770.1
ECB_03623,YP_003046799.1,STM3872,NP_462771.1
ECB_03625,YP_003046800.1,STM3874,NP_462773.1
ECB_03626,YP_003046801.1,STM3875,NP_462774.1
ECB_03627,YP_003046802.1,STM3876,NP_462775.1
ECB_03628,YP_003046803.1,STM3877,NP_462776.1
ECB_03630,YP_003046805.1,STM3879,NP_462778.1
ECB_03631,YP_003046806.1,STM3880,NP_462779.1
ECB_03634,YP_003046809.1,STM3881,NP_462780.1
ECB_03635,YP_003046810.1,STM3882,NP_462781.1
ECB_03636,YP_003046811.1,STM3883,NP_462782.1
ECB_03637,YP_003046812.1,STM3884,NP_462783.1
