lcl|NC_012967.1_cdsid_YP_003047245.1	lcl|NC_003197.1_prot_NP_463288.1_4286
lcl|NC_012967.1_cdsid_YP_003046815.1	lcl|NC_003197.1_prot_NP_462786.1_3784
lcl|NC_012967.1_cdsid_YP_003043375.1	lcl|NC_003197.1_prot_NP_459193.1_189
lcl|NC_012967.1_cdsid_YP_003043684.1	lcl|NC_003197.1_prot_NP_459513.1_507
lcl|NC_012967.1_cdsid_YP_003046432.1	lcl|NC_003197.1_prot_NP_462396.2_3397
lcl|NC_012967.1_cdsid_YP_003047425.1	lcl|NC_003197.1_prot_NP_463435.1_4430
lcl|NC_012967.1_cdsid_YP_003046481.1	lcl|NC_003197.1_prot_NP_462454.1_3454
lcl|NC_012967.1_cdsid_YP_003046627.1	lcl|NC_003197.1_prot_NP_462584.1_3584
lcl|NC_012967.1_cdsid_YP_003046966.1	lcl|NC_003197.1_prot_NP_462931.1_3928
lcl|NC_012967.1_cdsid_YP_003047025.1	lcl|NC_003197.1_prot_NP_463010.1_4008
lcl|NC_012967.1_cdsid_YP_003046475.1	lcl|NC_003197.1_prot_NP_462447.1_3447
lcl|NC_012967.1_cdsid_YP_003045167.1	lcl|NC_003197.1_prot_NP_461068.1_2066
lcl|NC_012967.1_cdsid_YP_003046156.1	lcl|NC_003197.1_prot_NP_462147.1_3147
lcl|NC_012967.1_cdsid_YP_003044095.1	lcl|NC_003197.1_prot_NP_459913.1_909
lcl|NC_012967.1_cdsid_YP_003044946.1	lcl|NC_003197.1_prot_NP_460255.1_1259
lcl|NC_012967.1_cdsid_YP_003046061.1	lcl|NC_003197.1_prot_NP_461347.1_2347
lcl|NC_012967.1_cdsid_YP_003044091.1	lcl|NC_003197.1_prot_NP_459909.1_905
lcl|NC_012967.1_cdsid_YP_003043307.1	lcl|NC_003197.1_prot_NP_459120.1_115
lcl|NC_012967.1_cdsid_YP_003044409.1	lcl|NC_003197.1_prot_NP_460727.1_1728
lcl|NC_012967.1_cdsid_YP_003046654.1	lcl|NC_003197.1_prot_NP_462608.1_3608
lcl|NC_012967.1_cdsid_YP_003044494.1	lcl|NC_003197.1_prot_NP_460646.1_1647
lcl|NC_012967.1_cdsid_YP_003047061.1	lcl|NC_003197.1_prot_NP_463050.1_4048
lcl|NC_012967.1_cdsid_YP_003047115.1	lcl|NC_003197.1_prot_NP_463144.1_4142
lcl|NC_012967.1_cdsid_YP_003044474.1	lcl|NC_003197.1_prot_NP_460661.1_1662
lcl|NC_012967.1_cdsid_YP_003044004.1	lcl|NC_003197.1_prot_NP_459814.1_803
lcl|NC_012967.1_cdsid_YP_003046624.1	lcl|NC_003197.1_prot_NP_462925.1_3922
lcl|NC_012967.1_cdsid_YP_003043669.1	lcl|NC_003197.1_prot_NP_459499.1_493
lcl|NC_012967.1_cdsid_YP_003044994.1	lcl|NC_003197.1_prot_NP_460797.1_1798
lcl|NC_012967.1_cdsid_YP_003043380.1	lcl|NC_003197.1_prot_NP_459198.1_194
lcl|NC_012967.1_cdsid_YP_003044278.1	lcl|NC_003197.1_prot_NP_460136.1_1136
lcl|NC_012967.1_cdsid_YP_003043585.1	lcl|NC_003197.1_prot_NP_459408.1_403
lcl|NC_012967.1_cdsid_YP_003047419.1	lcl|NC_003197.1_prot_NP_463425.1_4420
lcl|NC_012967.1_cdsid_YP_003045717.1	lcl|NC_003197.1_prot_NP_461728.1_2726
lcl|NC_012967.1_cdsid_YP_003046482.1	lcl|NC_003197.1_prot_NP_462455.1_3455
lcl|NC_012967.1_cdsid_YP_003046384.1	lcl|NC_003197.1_prot_NP_462358.1_3359
lcl|NC_012967.1_cdsid_YP_003044908.1	lcl|NC_003197.1_prot_NP_460275.1_1279
lcl|NC_012967.1_cdsid_YP_003046995.1	lcl|NC_003197.1_prot_NP_462978.1_3975
lcl|NC_012967.1_cdsid_YP_003046051.1	lcl|NC_003197.1_prot_NP_462055.1_3055
lcl|NC_012967.1_cdsid_YP_003045506.1	lcl|NC_003197.1_prot_NP_461366.1_2367
lcl|NC_012967.1_cdsid_YP_003047304.1	lcl|NC_003197.1_prot_NP_463346.1_4340
lcl|NC_012967.1_cdsid_YP_003046236.1	lcl|NC_003197.1_prot_NP_462214.1_3214
lcl|NC_012967.1_cdsid_YP_003045044.1	lcl|NC_003197.1_prot_NP_460866.1_1865
lcl|NC_012967.1_cdsid_YP_003044002.1	lcl|NC_003197.1_prot_NP_459812.1_801
lcl|NC_012967.1_cdsid_YP_003046305.1	lcl|NC_003197.1_prot_NP_462296.1_3297
lcl|NC_012967.1_cdsid_YP_003044179.1	lcl|NC_003197.1_prot_NP_460044.1_1044
lcl|NC_012967.1_cdsid_YP_003046254.1	lcl|NC_003197.1_prot_NP_462232.1_3232
lcl|NC_012967.1_cdsid_YP_003044255.1	lcl|NC_003197.1_prot_NP_460113.1_1113
lcl|NC_012967.1_cdsid_YP_003044978.1	lcl|NC_003197.1_prot_NP_460779.1_1780
lcl|NC_012967.1_cdsid_YP_003043261.1	lcl|NC_003197.1_prot_NP_459052.1_48
lcl|NC_012967.1_cdsid_YP_003045554.1	lcl|NC_003197.1_prot_NP_461418.1_2419
lcl|NC_012967.1_cdsid_YP_003045138.1	lcl|NC_003197.1_prot_NP_461039.1_2037
lcl|NC_012967.1_cdsid_YP_003044424.1	lcl|NC_003197.1_prot_NP_460712.1_1713
lcl|NC_012967.1_cdsid_YP_003044774.1	lcl|NC_003197.1_prot_NP_460437.1_1440
lcl|NC_012967.1_cdsid_YP_003046110.1	lcl|NC_003197.1_prot_NP_462118.1_3118
lcl|NC_012967.1_cdsid_YP_003045670.1	lcl|NC_003197.1_prot_NP_461589.1_2590
lcl|NC_012967.1_cdsid_YP_003047097.1	lcl|NC_003197.1_prot_NP_463112.1_4110
lcl|NC_012967.1_cdsid_YP_003045833.1	lcl|NC_003197.1_prot_NP_461893.1_2892
lcl|NC_012967.1_cdsid_YP_003047186.1	lcl|NC_003197.1_prot_NP_463197.1_4196
lcl|NC_012967.1_cdsid_YP_003047012.1	lcl|NC_003197.1_prot_NP_462997.1_3995
lcl|NC_012967.1_cdsid_YP_003045979.1	lcl|NC_003197.1_prot_NP_462026.1_3026
lcl|NC_012967.1_cdsid_YP_003046985.1	lcl|NC_003197.1_prot_NP_462968.1_3965
lcl|NC_012967.1_cdsid_YP_003043811.1	lcl|NC_003197.1_prot_NP_459618.1_610
lcl|NC_012967.1_cdsid_YP_003047024.1	lcl|NC_003197.1_prot_NP_463009.1_4007
lcl|NC_012967.1_cdsid_YP_003046080.1	lcl|NC_003197.1_prot_NP_462090.1_3091
lcl|NC_012967.1_cdsid_YP_003044074.1	lcl|NC_003197.1_prot_NP_459851.1_840
lcl|NC_012967.1_cdsid_YP_003047255.1	lcl|NC_003197.1_prot_NP_463264.1_4263
lcl|NC_012967.1_cdsid_YP_003045740.1	lcl|NC_003197.1_prot_NP_461752.1_2751
lcl|NC_012967.1_cdsid_YP_003046665.1	lcl|NC_003197.1_prot_NP_462618.1_3618
lcl|NC_012967.1_cdsid_YP_003043689.1	lcl|NC_003197.1_prot_NP_459519.1_513
lcl|NC_012967.1_cdsid_YP_003044124.1	lcl|NC_003197.1_prot_NP_459945.2_941
lcl|NC_012967.1_cdsid_YP_003046680.1	lcl|NC_003197.1_prot_NP_462635.1_3635
lcl|NC_012967.1_cdsid_YP_003046239.1	lcl|NC_003197.1_prot_NP_462217.1_3217
lcl|NC_012967.1_cdsid_YP_003045726.1	lcl|NC_003197.1_prot_NP_462922.1_3919
lcl|NC_012967.1_cdsid_YP_003045039.1	lcl|NC_003197.1_prot_NP_460863.1_1862
lcl|NC_012967.1_cdsid_YP_003044955.1	lcl|NC_003197.1_prot_NP_460246.1_1250
lcl|NC_012967.1_cdsid_YP_003043965.1	lcl|NC_003197.1_prot_NP_459779.1_768
lcl|NC_012967.1_cdsid_YP_003045617.1	lcl|NC_003197.1_prot_NP_461488.1_2487
lcl|NC_012967.1_cdsid_YP_003045984.1	lcl|NC_003197.1_prot_NP_462031.1_3031
lcl|NC_012967.1_cdsid_YP_003046502.1	lcl|NC_003197.1_prot_NP_462479.1_3479
lcl|NC_012967.1_cdsid_YP_003045275.1	lcl|NC_003197.1_prot_NP_461138.1_2136
lcl|NC_012967.1_cdsid_YP_003043973.1	lcl|NC_003197.1_prot_NP_459789.1_778
lcl|NC_012967.1_cdsid_YP_003043323.1	lcl|NC_003197.1_prot_NP_459136.1_132
lcl|NC_012967.1_cdsid_YP_003047410.1	lcl|NC_003197.1_prot_NP_463416.1_4411
lcl|NC_012967.1_cdsid_YP_003043972.1	lcl|NC_003197.1_prot_NP_459786.1_775
lcl|NC_012967.1_cdsid_YP_003043622.1	lcl|NC_003197.1_prot_NP_459451.1_445
lcl|NC_012967.1_cdsid_YP_003046901.1	lcl|NC_003197.1_prot_NP_462856.1_3854
lcl|NC_012967.1_cdsid_YP_003044654.1	lcl|NC_003197.1_prot_NP_460558.1_1561
lcl|NC_012967.1_cdsid_YP_003046056.1	lcl|NC_003197.1_prot_NP_462062.1_3062
lcl|NC_012967.1_cdsid_YP_003046639.1	lcl|NC_003197.1_prot_NP_462590.1_3590
lcl|NC_012967.1_cdsid_YP_003047107.1	lcl|NC_003197.1_prot_NP_463133.1_4131
lcl|NC_012967.1_cdsid_YP_003044590.1	lcl|NC_003197.1_prot_NP_460583.1_1585
lcl|NC_012967.1_cdsid_YP_003046851.1	lcl|NC_003197.1_prot_NP_462821.1_3819
lcl|NC_012967.1_cdsid_YP_003047294.1	lcl|NC_003197.1_prot_NP_463336.2_4330
lcl|NC_012967.1_cdsid_YP_003044187.1	lcl|NC_003197.1_prot_NP_460052.1_1052
lcl|NC_012967.1_cdsid_YP_003046646.1	lcl|NC_003197.1_prot_NP_462600.1_3600
lcl|NC_012967.1_cdsid_YP_003044698.1	lcl|NC_003197.1_prot_NP_460475.1_1477
lcl|NC_012967.1_cdsid_YP_003043404.1	lcl|NC_003197.1_prot_NP_459229.1_225
lcl|NC_012967.1_cdsid_YP_003046343.1	lcl|NC_003197.1_prot_NP_462331.3_3332
lcl|NC_012967.1_cdsid_YP_003046937.1	lcl|NC_003197.1_prot_NP_462899.1_3895
lcl|NC_012967.1_cdsid_YP_003044057.1	lcl|NC_003197.1_prot_NP_461639.1_2638
lcl|NC_012967.1_cdsid_YP_003043298.1	lcl|NC_003197.1_prot_NP_459112.1_107
lcl|NC_012967.1_cdsid_YP_003043465.1	lcl|NC_003197.1_prot_NP_459317.1_314
lcl|NC_012967.1_cdsid_YP_003046248.1	lcl|NC_003197.1_prot_NP_462226.1_3226
lcl|NC_012967.1_cdsid_YP_003045350.1	lcl|NC_003197.1_prot_NP_461214.1_2213
lcl|NC_012967.1_cdsid_YP_003046924.1	lcl|NC_003197.1_prot_NP_462881.1_3878
lcl|NC_012967.1_cdsid_YP_003043987.1	lcl|NC_003197.1_prot_NP_459801.1_790
lcl|NC_012967.1_cdsid_YP_003046863.1	lcl|NC_003197.1_prot_NP_462836.1_3834
lcl|NC_012967.1_cdsid_YP_003046233.1	lcl|NC_003197.1_prot_NP_462212.1_3212
lcl|NC_012967.1_cdsid_YP_003043862.1	lcl|NC_003197.1_prot_NP_459681.1_671
lcl|NC_012967.1_cdsid_YP_003047427.1	lcl|NC_003197.1_prot_NP_463437.1_4432
lcl|NC_012967.1_cdsid_YP_003046063.1	lcl|NC_003197.1_prot_NP_462072.1_3072
lcl|NC_012967.1_cdsid_YP_003046442.1	lcl|NC_003197.1_prot_NP_462406.1_3407
lcl|NC_012967.1_cdsid_YP_003046382.1	lcl|NC_003197.1_prot_NP_462356.1_3357
lcl|NC_012967.1_cdsid_YP_003045759.1	lcl|NC_003197.1_prot_NP_461769.1_2768
lcl|NC_012967.1_cdsid_YP_003047187.1	lcl|NC_003197.1_prot_NP_463198.1_4197
lcl|NC_012967.1_cdsid_YP_003044778.1	lcl|NC_003197.1_prot_NP_460432.1_1435
lcl|NC_012967.1_cdsid_YP_003046089.1	lcl|NC_003197.1_prot_NP_462098.1_3099
lcl|NC_012967.1_cdsid_YP_003044196.1	lcl|NC_003197.1_prot_NP_460745.1_1746
lcl|NC_012967.1_cdsid_YP_003045311.1	lcl|NC_003197.1_prot_NP_461172.1_2171
lcl|NC_012967.1_cdsid_YP_003046670.1	lcl|NC_003197.1_prot_NP_462625.1_3625
lcl|NC_012967.1_cdsid_YP_003045060.1	lcl|NC_003197.1_prot_NP_460882.1_1881
lcl|NC_012967.1_cdsid_YP_003047287.1	lcl|NC_003197.1_prot_NP_463328.1_4322
lcl|NC_012967.1_cdsid_YP_003044599.1	lcl|NC_003197.1_prot_NP_461535.1_2534
lcl|NC_012967.1_cdsid_YP_003046497.1	lcl|NC_003197.1_prot_NP_462473.1_3473
lcl|NC_012967.1_cdsid_YP_003044459.1	lcl|NC_003197.1_prot_NP_460676.1_1678
lcl|NC_012967.1_cdsid_YP_003044352.1	lcl|NC_003197.1_prot_NP_460083.1_1082
lcl|NC_012967.1_cdsid_YP_003044601.1	lcl|NC_003197.1_prot_NP_460564.1_1566
lcl|NC_012967.1_cdsid_YP_003045433.1	lcl|NC_003197.1_prot_NP_461308.1_2308
lcl|NC_012967.1_cdsid_YP_003046825.1	lcl|NC_003197.1_prot_NP_462796.1_3794
lcl|NC_012967.1_cdsid_YP_003046216.1	lcl|NC_003197.1_prot_NP_462195.1_3195
lcl|NC_012967.1_cdsid_YP_003046459.1	lcl|NC_003197.1_prot_NP_462426.1_3427
lcl|NC_012967.1_cdsid_YP_003045664.1	lcl|NC_003197.1_prot_NP_461583.1_2584
lcl|NC_012967.1_cdsid_YP_003045303.1	lcl|NC_003197.1_prot_NP_461163.1_2162
lcl|NC_012967.1_cdsid_YP_003046070.1	lcl|NC_003197.1_prot_NP_462080.1_3080
lcl|NC_012967.1_cdsid_YP_003045380.1	lcl|NC_003197.1_prot_NP_461247.1_2246
lcl|NC_012967.1_cdsid_YP_003046441.1	lcl|NC_003197.1_prot_NP_462405.1_3406
lcl|NC_012967.1_cdsid_YP_003044796.1	lcl|NC_003197.1_prot_NP_460423.1_1426
lcl|NC_012967.1_cdsid_YP_003043840.1	lcl|NC_003197.1_prot_NP_459655.1_645
lcl|NC_012967.1_cdsid_YP_003044694.1	lcl|NC_003197.1_prot_NP_460478.1_1480
lcl|NC_012967.1_cdsid_YP_003047237.1	lcl|NC_003197.1_prot_NP_463252.1_4251
lcl|NC_012967.1_cdsid_YP_003046240.1	lcl|NC_003197.1_prot_NP_462218.1_3218
lcl|NC_012967.1_cdsid_YP_003046318.1	lcl|NC_003197.1_prot_NP_462306.1_3307
lcl|NC_012967.1_cdsid_YP_003046860.1	lcl|NC_003197.1_prot_NP_462833.1_3831
lcl|NC_012967.1_cdsid_YP_003046963.1	lcl|NC_003197.1_prot_NP_462928.1_3925
lcl|NC_012967.1_cdsid_YP_003045610.1	lcl|NC_003197.1_prot_NP_461476.1_2475
lcl|NC_012967.1_cdsid_YP_003045519.1	lcl|NC_003197.1_prot_NP_461506.1_2505
lcl|NC_012967.1_cdsid_YP_003045820.1	lcl|NC_003197.1_prot_NP_461879.1_2878
lcl|NC_012967.1_cdsid_YP_003045747.1	lcl|NC_003197.1_prot_NP_461759.2_2758
lcl|NC_012967.1_cdsid_YP_003043997.1	lcl|NC_003197.1_prot_NP_459808.1_797
lcl|NC_012967.1_cdsid_YP_003044993.1	lcl|NC_003197.1_prot_NP_460796.1_1797
lcl|NC_012967.1_cdsid_YP_003045614.1	lcl|NC_003197.1_prot_NP_461480.1_2479
lcl|NC_012967.1_cdsid_YP_003046763.1	lcl|NC_003197.1_prot_NP_462740.1_3738
lcl|NC_012967.1_cdsid_YP_003046679.1	lcl|NC_003197.1_prot_NP_462634.1_3634
lcl|NC_012967.1_cdsid_YP_003045559.1	lcl|NC_003197.1_prot_NP_461422.1_2423
lcl|NC_012967.1_cdsid_YP_003045362.1	lcl|NC_003197.1_prot_NP_461228.1_2227
lcl|NC_012967.1_cdsid_YP_003046720.1	lcl|NC_003197.1_prot_NP_462664.1_3663
lcl|NC_012967.1_cdsid_YP_003045974.1	lcl|NC_003197.1_prot_NP_462021.1_3021
lcl|NC_012967.1_cdsid_YP_003043399.1	lcl|NC_003197.1_prot_NP_459224.1_220
lcl|NC_012967.1_cdsid_YP_003045030.1	lcl|NC_003197.1_prot_NP_460854.1_1853
lcl|NC_012967.1_cdsid_YP_003047367.1	lcl|NC_003197.1_prot_NP_463375.1_4370
lcl|NC_012967.1_cdsid_YP_003044261.1	lcl|NC_003197.1_prot_NP_460119.2_1119
lcl|NC_012967.1_cdsid_YP_003044803.1	lcl|NC_003197.1_prot_NP_460416.1_1419
lcl|NC_012967.1_cdsid_YP_003047260.1	lcl|NC_003197.1_prot_NP_463269.1_4268
lcl|NC_012967.1_cdsid_YP_003045145.1	lcl|NC_003197.1_prot_NP_461046.1_2044
lcl|NC_012967.1_cdsid_YP_003046106.1	lcl|NC_003197.1_prot_NP_462114.1_3114
lcl|NC_012967.1_cdsid_YP_003043580.1	lcl|NC_003197.1_prot_NP_459400.1_396
lcl|NC_012967.1_cdsid_YP_003047102.1	lcl|NC_003197.1_prot_NP_463119.1_4117
lcl|NC_012967.1_cdsid_YP_003044685.1	lcl|NC_003197.1_prot_NP_460484.1_1486
lcl|NC_012967.1_cdsid_YP_003046487.1	lcl|NC_003197.1_prot_NP_462462.1_3462
lcl|NC_012967.1_cdsid_YP_003047173.1	lcl|NC_003197.1_prot_NP_461493.1_2492
lcl|NC_012967.1_cdsid_YP_003043976.1	lcl|NC_003197.1_prot_NP_459792.1_781
lcl|NC_012967.1_cdsid_YP_003047047.1	lcl|NC_003197.1_prot_NP_463036.1_4034
lcl|NC_012967.1_cdsid_YP_003045796.1	lcl|NC_003197.1_prot_NP_461867.1_2865
lcl|NC_012967.1_cdsid_YP_003045696.1	lcl|NC_003197.1_prot_NP_461617.1_2616
lcl|NC_012967.1_cdsid_YP_003045939.1	lcl|NC_003197.1_prot_NP_462033.1_3033
lcl|NC_012967.1_cdsid_YP_003045091.1	lcl|NC_003197.1_prot_NP_463358.2_4352
lcl|NC_012967.1_cdsid_YP_003045082.1	lcl|NC_003197.1_prot_NP_460070.1_1069
lcl|NC_012967.1_cdsid_YP_003047338.1	lcl|NC_003197.1_prot_NP_463360.1_4354
lcl|NC_012967.1_cdsid_YP_003043784.1	lcl|NC_003197.1_prot_NP_459589.1_581
lcl|NC_012967.1_cdsid_YP_003046794.1	lcl|NC_003197.1_prot_NP_462766.1_3764
lcl|NC_012967.1_cdsid_YP_003045741.1	lcl|NC_003197.1_prot_NP_461753.1_2752
lcl|NC_012967.1_cdsid_YP_003045856.1	lcl|NC_003197.1_prot_NP_461911.1_2910
lcl|NC_012967.1_cdsid_YP_003046873.1	lcl|NC_003197.1_prot_NP_462841.2_3839
lcl|NC_012967.1_cdsid_YP_003043697.1	lcl|NC_003197.1_prot_NP_459527.1_521
lcl|NC_012967.1_cdsid_YP_003044113.1	lcl|NC_003197.1_prot_NP_459937.1_933
lcl|NC_012967.1_cdsid_YP_003043932.1	lcl|NC_003197.1_prot_NP_459758.1_748
lcl|NC_012967.1_cdsid_YP_003045653.1	lcl|NC_003197.1_prot_NP_461572.1_2573
lcl|NC_012967.1_cdsid_YP_003046241.1	lcl|NC_003197.1_prot_NP_462219.1_3219
lcl|NC_012967.1_cdsid_YP_003043780.1	lcl|NC_003197.1_prot_NP_459585.1_577
lcl|NC_012967.1_cdsid_YP_003046917.1	lcl|NC_003197.1_prot_NP_462874.1_3872
lcl|NC_012967.1_cdsid_YP_003046773.1	lcl|NC_003197.1_prot_NP_462749.2_3747
lcl|NC_012967.1_cdsid_YP_003045764.1	lcl|NC_003197.1_prot_NP_461774.1_2773
lcl|NC_012967.1_cdsid_YP_003043842.1	lcl|NC_003197.1_prot_NP_459657.1_647
lcl|NC_012967.1_cdsid_YP_003044412.1	lcl|NC_003197.1_prot_NP_460725.1_1726
lcl|NC_012967.1_cdsid_YP_003044331.1	lcl|NC_003197.1_prot_NP_460188.1_1190
lcl|NC_012967.1_cdsid_YP_003045002.1	lcl|NC_003197.1_prot_NP_460805.1_1806
lcl|NC_012967.1_cdsid_YP_003044989.1	lcl|NC_003197.1_prot_NP_460791.1_1792
lcl|NC_012967.1_cdsid_YP_003045168.1	lcl|NC_003197.1_prot_NP_461069.1_2067
lcl|NC_012967.1_cdsid_YP_003043871.1	lcl|NC_003197.1_prot_NP_459688.1_678
lcl|NC_012967.1_cdsid_YP_003044055.1	lcl|NC_003197.1_prot_NP_461641.1_2640
lcl|NC_012967.1_cdsid_YP_003046538.1	lcl|NC_003197.1_prot_NP_462663.1_3662
lcl|NC_012967.1_cdsid_YP_003047403.1	lcl|NC_003197.1_prot_NP_463407.2_4402
lcl|NC_012967.1_cdsid_YP_003044090.1	lcl|NC_003197.1_prot_NP_459908.1_904
lcl|NC_012967.1_cdsid_YP_003046198.1	lcl|NC_003197.1_prot_NP_462176.1_3176
lcl|NC_012967.1_cdsid_YP_003044521.1	lcl|NC_003197.1_prot_NP_460619.2_1620
lcl|NC_012967.1_cdsid_YP_003047385.1	lcl|NC_003197.1_prot_NP_460080.1_1079
lcl|NC_012967.1_cdsid_YP_003043925.1	lcl|NC_003197.1_prot_NP_459740.1_730
lcl|NC_012967.1_cdsid_YP_003044042.1	lcl|NC_003197.1_prot_NP_461657.1_2656
lcl|NC_012967.1_cdsid_YP_003047292.1	lcl|NC_003197.1_prot_NP_463334.1_4328
lcl|NC_012967.1_cdsid_YP_003045382.1	lcl|NC_003197.1_prot_NP_461249.1_2248
lcl|NC_012967.1_cdsid_YP_003043788.1	lcl|NC_003197.1_prot_NP_459594.1_586
lcl|NC_012967.1_cdsid_YP_003045009.1	lcl|NC_003197.1_prot_NP_460832.1_1831
lcl|NC_012967.1_cdsid_YP_003045259.1	lcl|NC_003197.1_prot_NP_461115.1_2114
lcl|NC_012967.1_cdsid_YP_003045742.1	lcl|NC_003197.1_prot_NP_461754.1_2753
lcl|NC_012967.1_cdsid_YP_003046531.1	lcl|NC_003197.1_prot_NP_462498.1_3498
lcl|NC_012967.1_cdsid_YP_003045376.1	lcl|NC_003197.1_prot_NP_461243.1_2242
lcl|NC_012967.1_cdsid_YP_003045774.1	lcl|NC_003197.1_prot_NP_461840.1_2838
lcl|NC_012967.1_cdsid_YP_003047281.1	lcl|NC_003197.1_prot_NP_463319.1_4314
lcl|NC_012967.1_cdsid_YP_003044147.1	lcl|NC_003197.1_prot_NP_459970.1_966
lcl|NC_012967.1_cdsid_YP_003045931.1	lcl|NC_003197.1_prot_NP_461977.1_2978
lcl|NC_012967.1_cdsid_YP_003044174.1	lcl|NC_003197.1_prot_NP_460039.1_1039
lcl|NC_012967.1_cdsid_YP_003045209.1	lcl|NC_003197.1_prot_NP_461084.1_2083
lcl|NC_012967.1_cdsid_YP_003044260.1	lcl|NC_003197.1_prot_NP_460118.1_1118
lcl|NC_012967.1_cdsid_YP_003045449.1	lcl|NC_003197.1_prot_NP_459206.1_202
lcl|NC_012967.1_cdsid_YP_003045373.1	lcl|NC_003197.1_prot_NP_461240.1_2239
lcl|NC_012967.1_cdsid_YP_003044104.1	lcl|NC_003197.1_prot_NP_459921.1_917
lcl|NC_012967.1_cdsid_YP_003045765.1	lcl|NC_003197.1_prot_NP_461775.1_2774
lcl|NC_012967.1_cdsid_YP_003046057.1	lcl|NC_003197.1_prot_NP_462063.1_3063
lcl|NC_012967.1_cdsid_YP_003046200.1	lcl|NC_003197.1_prot_NP_462178.1_3178
lcl|NC_012967.1_cdsid_YP_003043350.1	lcl|NC_003197.1_prot_NP_459172.1_168
lcl|NC_012967.1_cdsid_YP_003045650.1	lcl|NC_003197.1_prot_NP_461516.1_2515
lcl|NC_012967.1_cdsid_YP_003046452.1	lcl|NC_003197.1_prot_NP_462416.1_3417
lcl|NC_012967.1_cdsid_YP_003045307.1	lcl|NC_003197.1_prot_NP_461167.1_2166
lcl|NC_012967.1_cdsid_YP_003043591.1	lcl|NC_003197.1_prot_NP_459414.1_409
lcl|NC_012967.1_cdsid_YP_003045157.1	lcl|NC_003197.1_prot_NP_461058.1_2056
lcl|NC_012967.1_cdsid_YP_003044193.1	lcl|NC_003197.1_prot_NP_460742.1_1743
lcl|NC_012967.1_cdsid_YP_003045183.1	lcl|NC_003197.1_prot_NP_461629.1_2628
lcl|NC_012967.1_cdsid_YP_003046253.1	lcl|NC_003197.1_prot_NP_462231.1_3231
lcl|NC_012967.1_cdsid_YP_003044779.1	lcl|NC_003197.1_prot_NP_460431.1_1434
lcl|NC_012967.1_cdsid_YP_003046066.1	lcl|NC_003197.1_prot_NP_462076.1_3076
lcl|NC_012967.1_cdsid_YP_003046217.1	lcl|NC_003197.1_prot_NP_462196.1_3196
lcl|NC_012967.1_cdsid_YP_003044854.1	lcl|NC_003197.1_prot_NP_460332.1_1335
lcl|NC_012967.1_cdsid_YP_003045015.1	lcl|NC_003197.1_prot_NP_460838.1_1837
lcl|NC_012967.1_cdsid_YP_003045590.1	lcl|NC_003197.1_prot_NP_461446.1_2445
lcl|NC_012967.1_cdsid_YP_003043320.1	lcl|NC_003197.1_prot_NP_459133.1_129
lcl|NC_012967.1_cdsid_YP_003045963.1	lcl|NC_003197.1_prot_NP_462009.1_3009
lcl|NC_012967.1_cdsid_YP_003044616.1	lcl|NC_003197.1_prot_NP_460547.1_1550
lcl|NC_012967.1_cdsid_YP_003045656.1	lcl|NC_003197.1_prot_NP_461575.1_2576
lcl|NC_012967.1_cdsid_YP_003045690.1	lcl|NC_003197.1_prot_NP_461609.2_2609
lcl|NC_012967.1_cdsid_YP_003046943.1	lcl|NC_003197.1_prot_NP_462905.1_3901
lcl|NC_012967.1_cdsid_YP_003047001.1	lcl|NC_003197.1_prot_NP_462987.1_3985
lcl|NC_012967.1_cdsid_YP_003047071.1	lcl|NC_003197.1_prot_NP_463088.2_4086
lcl|NC_012967.1_cdsid_YP_003043401.1	lcl|NC_003197.1_prot_NP_459226.1_222
lcl|NC_012967.1_cdsid_YP_003047017.1	lcl|NC_003197.1_prot_NP_463002.2_4000
lcl|NC_012967.1_cdsid_YP_003045151.1	lcl|NC_003197.1_prot_NP_461052.1_2050
lcl|NC_012967.1_cdsid_YP_003046464.1	lcl|NC_003197.1_prot_NP_462436.1_3437
lcl|NC_012967.1_cdsid_YP_003046438.1	lcl|NC_003197.1_prot_NP_462402.1_3403
lcl|NC_012967.1_cdsid_YP_003047219.1	lcl|NC_003197.1_prot_NP_463232.1_4231
lcl|NC_012967.1_cdsid_YP_003046082.1	lcl|NC_003197.1_prot_NP_462092.1_3093
lcl|NC_012967.1_cdsid_YP_003046652.1	lcl|NC_003197.1_prot_NP_462606.1_3606
lcl|NC_012967.1_cdsid_YP_003043645.1	lcl|NC_003197.1_prot_NP_459477.1_471
lcl|NC_012967.1_cdsid_YP_003045155.1	lcl|NC_003197.1_prot_NP_461056.1_2054
lcl|NC_012967.1_cdsid_YP_003046822.1	lcl|NC_003197.1_prot_NP_462793.2_3791
lcl|NC_012967.1_cdsid_YP_003044177.1	lcl|NC_003197.1_prot_NP_460042.1_1042
lcl|NC_012967.1_cdsid_YP_003044290.1	lcl|NC_003197.1_prot_NP_460148.1_1148
lcl|NC_012967.1_cdsid_YP_003045724.1	lcl|NC_003197.1_prot_NP_461737.1_2736
lcl|NC_012967.1_cdsid_YP_003046987.1	lcl|NC_003197.1_prot_NP_462970.1_3967
lcl|NC_012967.1_cdsid_YP_003043870.1	lcl|NC_003197.1_prot_NP_459687.1_677
lcl|NC_012967.1_cdsid_YP_003045466.1	lcl|NC_003197.1_prot_NP_462702.1_3700
lcl|NC_012967.1_cdsid_YP_003044141.1	lcl|NC_003197.1_prot_NP_459964.1_960
